GO_BP	Gene_Size	Gene_List
GO:0042177:negative regulation of protein catabolic process	35	ADGRB1,AGAP2,AZIN1,AZIN2,BANP,CYP51A1,DYSF,EGFR,FLNA,FMN2,FYN,GRIN2A,GRIN2C,HMGCR,INS,IRAK3,MAD2L1,MAD2L2,MDM4,MYCBP2,NOS2,NRG1,PHB,PIN1,PRKCG,RELA,RILP,SERPINB12,SERPINE2,SF3B3,SIRT2,SMAD3,SNX12,SNX3,TRIM40
GO:0042178:xenobiotic catabolic process	8	ABCC2,ACSL1,CRYZ,GSTM1,GSTM2,GSTM3,GSTM4,GSTO1
GO:0042180:cellular ketone metabolic process	3	CYP2B6,DHRS4,NMT1
GO:0042220:response to cocaine	35	ADGRL3,CACNG4,CHRNB2,CNR1,DNM2,DNMT3A,DNMT3B,DRD2,DRD3,DRD5,EFTUD2,HDAC2,HDAC5,HNMT,HSP90AB1,HSPA5,HSPD1,HTR1B,HTR3A,MBD1,MDM2,MT-ND6,MTOR,OPRM1,OXT,OXTR,PITX3,PTK2B,RGS4,SLC6A1,SLC6A3,SMPD1,TACR3,TIAM1,UBE3A
GO:0042245:RNA repair	2	ALKBH1,FTO
GO:0042246:tissue regeneration	22	ADAM15,APOA5,APOD,CCNB1,CDKN1A,CPQ,FGF10,GAP43,GSN,IGFBP1,KLK6,MDK,MUSTN1,NINJ1,NINJ2,NOTCH1,PLG,PTN,PTPN12,SOX2,TEC,TM4SF4
GO:0042249:establishment of planar polarity of embryonic epithelium	3	CELSR1,FOXF2,PAFAH1B1
GO:0042254:ribosome biogenesis	26	AATF,BOP1,BYSL,CEBPZ,CUL4A,CUL4B,DDX31,DROSHA,GLUL,GNL2,GNL3L,GTPBP10,MRPL10,MRPL36,MTG2,MYBBP1A,NAF1,NVL,PWP1,RBIS,RIOX2,RPS28,RRN3,URB2,XPO1,ZNF658
GO:0042255:ribosome assembly	6	DHX29,EIF2A,MRPL22,NIP7,NPM1,VCX
GO:0042256:mature ribosome assembly	6	C1QBP,DDX3X,EFL1,EIF6,NSUN4,SBDS
GO:0042262:DNA protection	5	CBS,DCTPP1,GLRX2,NUDT1,NUDT15
GO:0042264:peptidyl-aspartic acid hydroxylation	2	ASPH,HIF1AN
GO:0042267:natural killer cell mediated cytotoxicity	18	CEBPG,CLEC2A,GZMB,IL18,KIR3DL1,KLRK1,LYST,MICA,PRDX1,PTPN6,RAET1E,RAET1G,SLAMF7,TUBB,TUBB4B,ULBP1,ULBP2,ULBP3
GO:0042269:regulation of natural killer cell mediated cytotoxicity	3	LEP,NCR1,PIK3R6
GO:0042270:protection from natural killer cell mediated cytotoxicity	6	HLA-A,HLA-B,HLA-E,HLA-G,SERPINB4,SERPINB9
GO:0042271:susceptibility to natural killer cell mediated cytotoxicity	3	CADM1,NECTIN2,PVR
GO:0042273:ribosomal large subunit biogenesis	28	EBNA1BP2,GTF3A,HEATR3,J3QQQ9,LTO1,MALSU1,MRTO4,NIP7,NOC2L,NOP16,NPM1,NVL,PAK1IP1,PES1,RPF2,RPL11,RPL14,RPL26,RPL26L1,RPL35A,RPL5,RPL7,RRS1,SDAD1,SURF6,WDR12,WDR74,ZNF622
GO:0042274:ribosomal small subunit biogenesis	18	A0A075B6Q4,EMG1,LTV1,NOM1,NOP14,NPM1,RIOK1,RIOK2,RPS15,RPS16,RPS17,RPS19,RPS24,RPS28,RPS6,RPS7,RRP36,SURF6
GO:0042276:error-prone translesion synthesis	21	MAD2L2,PCNA,POLE2,POLH,POLI,POLK,PRIMPOL,REV1,REV3L,RFC1,RFC2,RFC3,RFC4,RFC5,RPA1,RPA2,RPA3,RPS27A,UBA52,UBB,UBC
GO:0042278:purine nucleoside metabolic process	3	MACROD1,MACROD2,OARD1
GO:0042297:vocal learning	7	CNTNAP2,FOXP2,HTT,NRXN1,NRXN2,SHANK3,STRA6
GO:0042304:regulation of fatty acid biosynthetic process	10	ADIPOQ,ADIPOR1,ADIPOR2,EIF6,GIP,PDK4,PRKAA2,PRKAB2,PRKAG2,SCAP
GO:0042306:regulation of protein import into nucleus	8	AGTR2,BMP4,NOLC1,NUP54,NUP58,NUP62,TGFB1,TPR
GO:0042307:positive regulation of protein import into nucleus	40	BAG3,CDH1,CDK1,CHP2,DMAP1,ECT2,EFCAB7,FLNA,GLI3,HCLS1,HDAC3,HSP90AB1,HYAL2,IFNG,IPO5,JAK2,JUP,LEP,MAPK1,MAPK14,MAVS,NUTF2,PIK3R1,PIK3R2,PRKCD,PSEN1,PTGS2,RAN,RBM22,SHH,SMAD3,SMO,TARDBP,TGFB1,TPR,TRIM28,UBR5,ZC3H12A,ZIC1,ZPR1
GO:0042308:negative regulation of protein import into nucleus	13	ANGPT1,APOD,CABP1,CD36,CHP1,FERMT1,MDFIC,NF1,PKIA,PKIG,RAB23,SUFU,UFM1
GO:0042309:homoiothermy	2	DBH,MC3R
GO:0042310:vasoconstriction	16	AVP,BDKRB2,CAV1,EDN1,EDN2,EDN3,EDNRA,EDNRB,HTR1A,HTR1B,HTR1D,HTR2B,HTR7,KEL,SLC6A4,TRPM4
GO:0042311:vasodilation	20	ADORA2A,AGT,AGTR2,APOE,ATG5,BBS2,BDKRB2,CASR,CPS1,DRD1,EDNRB,GCH1,GPX1,ITGA1,KNG1,MKKS,NOS1,NOS3,NPPA,PLOD3
GO:0042322:negative regulation of circadian sleep/wake cycle, REM sleep	2	CRH,GHRL
GO:0042323:negative regulation of circadian sleep/wake cycle, non-REM sleep	2	ADA,ADORA1
GO:0042325:regulation of phosphorylation	14	BARD1,CD24,IKBKB,IL4,MCM7,PPP1R14A,PPP1R14B,PPP1R14C,PPP1R14D,PSEN1,RAD17,RICTOR,SIRT2,SRPX2
GO:0042326:negative regulation of phosphorylation	16	ANKLE2,BMP4,BMP7,CDKN1A,CDKN1B,CDKN1C,CDKN2A,CDKN2B,CDKN2C,CDKN2D,DYNLL1,INHA,INHBA,PRKRIP1,SIRT1,STAP1
GO:0042327:positive regulation of phosphorylation	26	ANG,APLN,APP,AR,BCL10,BTBD10,CCL5,DSCAM,EGF,EGFR,EREG,FZD7,GLMN,IFNA2,ILK,ITGA6,KCTD20,MIF,NCKAP1L,NRP1,PPARGC1B,PSEN1,PTGES3,SDCBP,THBS1,WEE2
GO:0042335:cuticle development	3	DUOX1,DUOX2,TMEM79
GO:0042340:keratan sulfate catabolic process	12	ACAN,FMOD,GALNS,GLB1,GNS,HEXA,HEXB,KERA,LUM,OGN,OMD,PRELP
GO:0042351:'de novo' GDP-L-fucose biosynthetic process	2	GMDS,TSTA3
GO:0042355:L-fucose catabolic process	9	FUT1,FUT10,FUT2,FUT4,FUT5,FUT6,FUT7,FUT8,FUT9
GO:0042359:vitamin D metabolic process	12	CUBN,CYP11A1,CYP1A1,CYP24A1,CYP27B1,CYP2R1,CYP3A4,GC,LGMN,LRP2,PIAS4,VDR
GO:0042360:vitamin E metabolic process	3	CYP4F12,CYP4F2,TTPA
GO:0042361:menaquinone catabolic process	5	CYP4F11,CYP4F12,CYP4F2,CYP4F3,CYP4F8
GO:0042369:vitamin D catabolic process	3	CYP24A1,CYP27B1,FGF23
GO:0042373:vitamin K metabolic process	5	CBR1,E9PLN8,UBIAD1,VKORC1,VKORC1L1
GO:0042376:phylloquinone catabolic process	6	CBR3,CYP4F11,CYP4F12,CYP4F2,CYP4F3,CYP4F8
GO:0042377:vitamin K catabolic process	5	CYP4F11,CYP4F12,CYP4F2,CYP4F3,CYP4F8
GO:0042391:regulation of membrane potential	102	A0A1W2PPV4,A0A1W2PRG6,ABCB5,ACTN2,ASIC1,ASIC2,ATP1A4,BVES,CACNA1G,CACNA1H,CAV3,CHRFAM7A,CHRNA1,CHRNA10,CHRNA2,CHRNA3,CHRNA4,CHRNA5,CHRNA6,CHRNA7,CHRNA9,CHRNB1,CHRNB2,CHRNB3,CHRNB4,CHRND,CHRNE,CHRNG,CNIH2,CNIH3,DLD,DLG1,GABRA1,GABRA2,GABRA3,GABRA4,GABRA5,GABRA6,GABRB1,GABRB2,GABRB3,GABRD,GABRE,GABRG1,GABRG2,GABRG3,GABRP,GABRQ,GABRR1,GABRR2,GABRR3,GLRA1,GLRA2,GLRA3,GLRA4,GLRB,GRIK3,GRIN1,HCN1,HCN2,HCN3,HCN4,HTR3A,HTR3B,HTR3C,HTR3D,HTR3E,KCNA1,KCNA5,KCNH1,KCNH2,KCNH3,KCNH4,KCNH5,KCNH6,KCNH7,KCNH8,KCNJ11,KCNMA1,KIF5B,LRRK2,NEDD4,NEDD4L,NTSR2,PIEZO1,PIEZO2,POPDC2,POPDC3,PXK,RANGRF,RIMS1,RIMS2,RIMS3,RIMS4,SLC1A6,SLC26A5,SLC39A8,SLC4A4,SLC4A8,TAFA4,WWP2,ZACN
GO:0042403:thyroid hormone metabolic process	7	CRYM,DIO1,DIO2,DIO3,GCNT4,IYD,SULT1B1
GO:0042404:thyroid hormone catabolic process	2	DIO2,DIO3
GO:0042407:cristae formation	31	AFG3L2,APOO,APOOL,ATP5F1A,ATP5F1B,ATP5F1C,ATP5F1D,ATP5F1E,ATP5MC1,ATP5MC2,ATP5MC3,ATP5ME,ATP5MF,ATP5MG,ATP5PB,ATP5PD,ATP5PF,ATP5PO,CHCHD3,CHCHD6,DMAC2L,DNAJC11,IMMT,LETM1,MICOS13,MT-ATP6,MT-ATP8,OMA1,SAMM50,TAZ,UQCC3
GO:0042412:taurine biosynthetic process	2	CDO1,CSAD
GO:0042415:norepinephrine metabolic process	6	AKR1B1,ATP7A,EPAS1,PRKN,RNF180,RTL4
GO:0042416:dopamine biosynthetic process	10	AGTR2,DAO,DDC,GCH1,GPR37,NR4A2,SLC6A3,SNCA,TGFB2,TH
GO:0042417:dopamine metabolic process	13	ATP7A,COMT,DRD1,DRD2,DRD3,DRD4,GRIN2A,HPRT1,LRTOMT,NPR1,PRKN,SNCAIP,SNCB
GO:0042418:epinephrine biosynthetic process	2	PNMT,TH
GO:0042420:dopamine catabolic process	8	COMT,DBH,MAOA,MAOB,MOXD1,MOXD2P,SLC6A3,SULT1A3
GO:0042421:norepinephrine biosynthetic process	6	DBH,GATA3,INSM1,MOXD1,MOXD2P,TH
GO:0042423:catecholamine biosynthetic process	6	DBH,DDC,HDC,PAH,PNMT,TH
GO:0042424:catecholamine catabolic process	2	COMT,LRTOMT
GO:0042426:choline catabolic process	6	ALDH7A1,BHMT,CHDH,DMGDH,SARDH,SLC44A1
GO:0042427:serotonin biosynthetic process	3	DDC,TPH1,TPH2
GO:0042428:serotonin metabolic process	7	ATP7A,BTBD9,GRIN2A,HTR1A,PDE1B,RNF180,SRD5A1
GO:0042438:melanin biosynthetic process	13	ASIP,CITED1,CTNS,DCT,DDT,MC1R,MYO5A,OCA2,PMEL,SLC45A2,TRPC1,TYR,TYRP1
GO:0042445:hormone metabolic process	14	ALDH9A1,CRHBP,DDO,FOXA1,GHR,GHRHR,KLK6,LEP,NR5A1,PRLHR,PTPN11,SAFB,SELENOM,WNT4
GO:0042446:hormone biosynthetic process	12	CHST8,CHST9,CYP17A1,DIO1,DIO2,DIO3,DUOX1,DUOX2,FDX1,HFE,TG,TPO
GO:0042447:hormone catabolic process	3	ACE,ECE1,IDE
GO:0042448:progesterone metabolic process	10	AFP,AKR1C1,AKR1C2,AKR1C3,AKR1C4,CYP17A1,CYP46A1,DHRS9,SRD5A1,STAT5B
GO:0042450:arginine biosynthetic process via ornithine	3	ASL,H7C0S8,OTC
GO:0042461:photoreceptor cell development	4	ARL3,DCX,RP1,RP1L1
GO:0042462:eye photoreceptor cell development	18	CEP290,CRB1,FSCN2,GNAT1,GNGT1,MFRP,MYO7A,NR2E3,OLFM3,PAX6,PRDM1,PRKCI,RDH13,RORB,RPGRIP1,TH,TULP1,VEGFA
GO:0042471:ear morphogenesis	4	GJB6,NIPBL,TBX1,WDR19
GO:0042472:inner ear morphogenesis	57	ABR,ALDH1A3,ATOH1,ATP6V1B1,ATP8A2,BCR,CELSR1,CHD7,CHRNA10,CHRNA9,COL11A1,COL2A1,DCANP1,DLX5,DLX6,EPHB2,FGF9,FGFR1,FGFR2,FOXG1,FOXI1,FZD3,FZD6,GATA2,GATA3,GBX2,HMX2,HMX3,INSIG1,INSIG2,ITGA8,KCNQ4,MAFB,MYO15A,MYO6,NEUROG1,NTN1,OTOP1,OTX1,PAX2,PAX8,POU4F3,PRRX1,ROR2,SIX1,SIX4,SOBP,SPRY2,TBX1,TFAP2A,TIFAB,TMIE,USH1C,USH1G,WNT1,WNT3A,ZIC1
GO:0042473:outer ear morphogenesis	9	EYA1,FGFR1,HOXA1,MAPK1,MAPK3,PRKRA,SALL1,TBX1,TWIST1
GO:0042474:middle ear morphogenesis	20	EDN1,EYA1,FGFR1,GSC,HOXA2,INSIG1,INSIG2,MSX1,NAGLU,NKX3-2,NOG,OSR1,OSR2,PRKRA,PRRX1,RPL38,SIX1,SIX2,TBX1,TSHZ1
GO:0042475:odontogenesis of dentin-containing tooth	57	ACVR2B,ADM,AMBN,AMELX,AMTN,ANKRD11,BAX,BCL11B,BCL2L11,BMP2,BMP4,BMP7,BMPR1A,BSG,CA2,CTNNA1,CTNNB1,DLX1,DLX2,DLX3,EDA,EDAR,FGF10,FGF4,FOXC1,FST,GLI2,GLI3,HAND1,HAND2,HDAC1,HDAC2,ITGA6,JAG2,LAMA5,LEF1,LHX8,LRP4,LRP6,MSX1,NF2,NFIC,NKX2-3,ODAM,PDGFRA,ROGDI,RUNX2,SCN10A,SCN5A,SHH,SMO,SOSTDC1,TBX1,TNC,TP63,TRAF6,WNT6
GO:0042476:odontogenesis	33	ACP4,AQP1,AQP3,AQP5,AQP6,AXIN2,BCOR,BGLAP,BMP4,CEMP1,COL1A2,FGF8,FGFR2,ID3,INHBA,LAMB1,MYO5A,OSR1,OSR2,PAM,PAX9,PHEX,PITX2,RHOA,SDC1,SRC,SSUH2,TGFB2,TGFB3,TUFT1,TWIST1,WNT10A,ZNF22
GO:0042480:negative regulation of eye photoreceptor cell development	2	DIO3,THRB
GO:0042481:regulation of odontogenesis	4	MSX1,PAX9,SHH,SP6
GO:0042482:positive regulation of odontogenesis	3	BMP2,CD34,EDN1
GO:0042487:regulation of odontogenesis of dentin-containing tooth	7	APCDD1,BMP2,BMP4,DMRT3,FGF8,RUNX2,WNT10A
GO:0042488:positive regulation of odontogenesis of dentin-containing tooth	2	CSF1,NGFR
GO:0042489:negative regulation of odontogenesis of dentin-containing tooth	2	RSPO2,TNFRSF11B
GO:0042490:mechanoreceptor differentiation	6	BDNF,MYO7A,NTF4,NTRK1,NTRK2,NTRK3
GO:0042491:inner ear auditory receptor cell differentiation	5	JAG1,MCOLN3,MYO6,POU4F3,USH1C
GO:0042492:gamma-delta T cell differentiation	2	JAG2,SOX13
GO:0042493:response to drug	188	ABCA1,ABCA2,ABCA3,ABCB1,ABCC1,ABCC4,ABCC6,ABCD3,ABCG5,ABCG8,ACACB,ACSL1,ADAM17,ADRA1A,AGPAT2,AK4,ALDH3A1,AMELX,AMH,ANXA1,AOC1,APOA1,APOA2,APOC2,APOD,AQP1,ARRB1,ATG5,ATP1A1,ATR,BCAR3,BCL2,BDNF,BLMH,BLOC1S3,CA9,CALR,CCND1,CCNO,CD38,CDH3,CDK4,CDK9,CDKN1A,CDKN1B,CENPF,CHUK,COL18A1,COMT,CPB2,CPT1A,CSAG2,CTNNB1,CTPS1,CYP1A1,DAB1,DAD1,DRD1,DRD2,DRD3,DUSP6,DVL3,EMX1,EMX2,ENG,ENO3,FABP3,FGF8,FZD1,FZD3,GABRG3,GAD1,GAD2,GAL,GATA4,GATA6,GCLM,GIP,GNA12,GNPAT,GPR52,HADH,HADHA,HDAC4,HMGB2,HMGCS1,HNF1B,HSD11B2,HTR2A,HTR2B,HTR2C,IGFBP2,INHBA,ITGA2,ITGA3,JUN,JUNB,JUND,KCNJ11,KCNK3,LCK,LGALS1,LOX,LPL,LRP8,LTA,LYN,MAP1B,MAP2K6,MCM7,MDK,MGST1,MT-ND1,MYC,MYO6,NAT8,NCKAP1L,NEUROD1,NFATC2,NNMT,NPAS2,NPC1,NPC1L1,PAM,PARP4,PDE3A,PFAS,PGF,PLIN2,PMS1,PMS2,PNP,POR,PPOX,PTCH1,PTPRM,RAB6C,RAD54L,RET,RPH3AL,RPN2,RPP21,S100A10,SCN11A,SEMA3C,SFRP1,SFRP2,SLC12A5,SLC22A12,SLC34A1,SLC6A11,SLC6A4,SMTNL1,SOD1,SORD,SPINK4,SRP14,SRP19,SRP54,SRP68,SRP72,SS18,SST,TENT4A,TERF1,TFAP2B,TGFB2,TGFBR2,TGIF1,THBS1,TIMP2,TIMP4,TNFRSF11B,TOP1,TP53I13,TP73,TXN2,UBE2B,UQCRC2,USP47,VAV3,VEGFB,VEGFC,WFDC1,XPC,XPO1,XRCC1,XRCC5
GO:0042495:detection of triacyl bacterial lipopeptide	2	TLR1,TLR2
GO:0042496:detection of diacyl bacterial lipopeptide	2	TLR2,TLR6
GO:0042501:serine phosphorylation of STAT protein	4	CDK5,CDK5R1,IL24,NLK
GO:0042509:regulation of tyrosine phosphorylation of STAT protein	5	CNOT7,IL12B,IL22RA2,IL23A,IL23R
GO:0042531:positive regulation of tyrosine phosphorylation of STAT protein	69	ARL2BP,CCL5,CD40,CLCF1,CNTF,CRLF1,CSF1R,CSF2,CSH1,CSH2,CSHL1,CTF1,EPO,ERBB4,FGFR3,FLT3,FYN,GH1,GH2,GHR,HCLS1,HDAC2,HES1,HES5,HPX,HSF1,IFNA2,IFNG,IFNL1,IGF1,IL12A,IL12B,IL13,IL15,IL18,IL2,IL20,IL21,IL23A,IL23R,IL24,IL27RA,IL3,IL31RA,IL4,IL6,IL6R,IL6ST,ISL1,JAK2,KIT,LEP,LIF,LYN,OSM,PARP14,PARP9,PECAM1,PIBF1,PTK6,SOCS3,STAP2,STAT3,TNF,TNFRSF18,TNFRSF1A,TNFSF18,TSLP,VEGFA
GO:0042532:negative regulation of tyrosine phosphorylation of STAT protein	12	CAV1,GGNBP2,INPP5F,NF2,PARP14,PIBF1,PPP2CA,PPP2R1A,PTPN2,SH2B3,SOCS1,SOCS3
GO:0042534:regulation of tumor necrosis factor biosynthetic process	3	CARD9,CX3CR1,UBE2J1
GO:0042535:positive regulation of tumor necrosis factor biosynthetic process	21	AGER,AKAP12,APP,AZU1,CCR2,CLEC7A,CYBB,HSPB1,IFNG,IL17A,JAK2,LBP,MAPKAPK2,PSEN1,SPN,SYK,THBS1,TLR1,TLR4,TNFRSF8,TYROBP
GO:0042536:negative regulation of tumor necrosis factor biosynthetic process	8	BCL3,ERRFI1,GHRL,GHSR,IL10,IL37,IL4,LILRB1
GO:0042538:hyperosmotic salinity response	6	AVP,CLDN1,MT-CYB,OXT,TACR3,TRPV4
GO:0042541:hemoglobin biosynthetic process	6	ALAS1,ALAS2,EPO,HIF1A,INHA,INHBA
GO:0042542:response to hydrogen peroxide	50	ADA,ADAM9,APTX,AREG,BAD,BAK1,BCL2,CAPN2,CASP3,CAT,COL1A1,CRK,CRYAB,DUSP1,EEF2,FKBP1B,FOSL1,FYN,GLRX2,GPX1,HBA1,HBB,HMOX1,HP,HSPD1,JUN,KCNA5,KPNA4,LDHA,MB,MT-ND5,MT-ND6,NR4A3,PDCD10,PPP1R15B,PPP2CB,PRDX3,PTK2B,SDC1,SIRT1,SLC8A1,SOD1,STAR,STAT1,STK24,STK25,STK26,TRPA1,TXNIP,UBE3A
GO:0042551:neuron maturation	14	ACTL6B,B4GALT5,B4GALT6,CLN5,FEV,IRX5,KDM1A,LGI4,MECP2,NR4A2,RB1,RET,SRRM4,VSX1
GO:0042552:myelination	52	ACER3,ACSBG1,ADGRG6,AFG3L2,AMIGO1,ATRN,BCAS1,CMTM8,DHH,EGR2,EIF2B2,EIF2B4,EIF2B5,ERBB2,FAM126A,GAL3ST1,GALC,GJC3,HEXB,JAM3,KEL,KLK6,LPAR1,MAL,MAL2,MALL,MARVELD1,MBP,MPZ,MYO5A,NAB1,NAB2,NFASC,OLIG2,PLLP,PMP22,PSAP,QKI,SBF2,SCN2A,SCN8A,SERINC5,SLC8A3,TNFRSF21,TSC1,TSPAN2,XK,ZNF165,ZNF18,ZNF215,ZNF24,ZNF818P
GO:0042554:superoxide anion generation	16	ALOX12,CYBA,CYBB,DUOX1,DUOX2,EDN1,NCF1,NCF2,NOX1,NOX3,NOX4,NOX5,NOXA1,PRG3,SOD1,TAFA4
GO:0042572:retinol metabolic process	45	ADH1A,ADH1B,ADH1C,ADH4,ADH6,ADH7,AKR1B1,AKR1B10,AKR1B15,AKR1C3,ALDH1A1,ALDH1A2,ALDH1A3,AWAT2,BCO1,CYP1A1,CYP1A2,CYP1B1,CYP27C1,CYP2C8,CYP2D6,CYP3A4,CYP3A5,CYP3A7,DGAT1,DGAT2,DHRS3,DHRS9,LRAT,PLB1,PNPLA2,PNPLA4,RBP4,RDH10,RDH11,RDH12,RDH13,RDH14,RDH16,RDH5,RDH8,RETSAT,RPE65,SDR16C5,TTR
GO:0042573:retinoic acid metabolic process	25	ADH1A,ADH1B,ADH1C,ADH6,ADH7,ALDH1A2,ALDH1A3,ALDH8A1,BCO2,CRABP2,CYP26A1,CYP26B1,CYP27C1,CYP2C18,CYP2C8,CYP2S1,CYP3A4,CYP3A5,CYP3A7,SCPEP1,UGT1A1,UGT1A3,UGT1A7,UGT1A8,UGT1A9
GO:0042574:retinal metabolic process	14	AKR1C1,AKR1C3,ALDH1A2,ALDH1A3,ALDH8A1,BCO1,BCO2,CYP1B1,CYP27C1,RDH10,RDH11,RDH13,RPE65,SDR16C5
GO:0042590:antigen processing and presentation of exogenous peptide antigen via MHC class I	5	CLEC4A,FCER1G,HLA-A,IFI30,MFSD6
GO:0042592:homeostatic process	12	ANG,ARID2,CREBBP,IL31RA,MPV17,NR5A2,PKHD1,RHCG,SLITRK1,SMAD1,TRERF1,WNT7B
GO:0042593:glucose homeostasis	114	ACSM2A,ADCY8,ADGRF5,ADIPOQ,ADIPOR1,ADIPOR2,ADRA1B,ADRA2A,AKT1,ALOX5,APPL2,ASPSCR1,BACE2,BAD,BCKDK,BECN2,BHLHA15,CAV3,CCN4,CEBPA,CNR1,CRTC2,CRY1,CRY2,CSMD1,CSRP3,CYB5R4,CYP11B1,DBH,ERO1B,FABP5,FAM3B,FFAR1,FFAR2,FGFR4,FOXA1,FOXO1,FOXO3,FOXO4,FOXO6,G6PC,G6PC2,GCGR,GCK,GCKR,GPR21,HECTD4,HIF1A,HNF1A,HNF4A,IGF1R,IGFBP5,INPP5K,INS,INSR,IRS1,KCNB1,KLF7,LEP,LEPR,MBD5,MCU,MLXIPL,MTNR1B,NCOA5,NEUROD1,NGFR,NMB,OAS1,PARK7,PAX6,PCK1,PDK1,PDK2,PDK3,PDK4,PDX1,PLSCR3,POMC,PPARG,PPP1R3G,PRCP,PRKAA1,PRKAA2,PTCH1,PTPN11,PTPN2,PYGL,RBP4,RFX6,RMI1,RPH3AL,RPS6,SELENOT,SESN2,SESN3,SIDT2,SIRT6,SLC16A1,SLC2A4,SLC30A8,SLC8B1,SOX4,SSTR5,STAT3,STK11,STXBP5L,SUCNR1,TCF7L2,TFAP2B,TRPV4,USF1,VGF,WFS1
GO:0042594:response to starvation	41	AACS,ACAT1,ADCYAP1,ADM,ADSL,ADSS1,BCAS3,BNIP1,CAD,CBL,CPS1,DDIT3,DHODH,FOXK1,FOXK2,FOXO3,FSTL1,GCGR,GIP,GNPAT,GPT,HCRT,HMGCL,LRP11,OXCT1,PAGE4,PCK1,PCK2,PDK4,PFKFB1,PPARG,PPARGC1A,SSTR1,SSTR2,SSTR3,TBC1D5,UCN3,UGT1A1,ULK1,ULK2,ZFP36
GO:0042595:behavioral response to starvation	2	GALP,SIRT1
GO:0042596:fear response	3	ADRB1,DBH,DRD4
GO:0042631:cellular response to water deprivation	3	AQP2,AVPR1A,SIPA1
GO:0042632:cholesterol homeostasis	83	ABCA1,ABCA2,ABCG1,ABCG5,ABCG8,ACSM1,ACSM3,AKR1C1,ANGPTL3,APOA1,APOA2,APOA4,APOA5,APOB,APOC2,APOC3,APOE,APOM,CAV1,CAV3,CD24,CES1,CETP,COMMD9,CYP39A1,CYP7A1,CYP7B1,DGAT2,DISP3,EHD1,EPHX2,FABP3,FABP4,FGFR4,G6PC,GPIHBP1,GRAMD1B,HDAC9,HNF4A,IL18,INSIG1,LAMTOR1,LCAT,LDLR,LDLRAP1,LIMA1,LIPC,LIPG,LPL,LRP5,LRP5L,MALL,MALRD1,MED13,MTTP,MYLIP,NFE2L1,NPC1,NPC2,NR1D1,NR1H2,NR1H3,NR1H4,NR1I2,NR1I3,NR5A2,NUS1,PCSK9,PLA2G10,PLA2G12B,PLSCR3,RALY,RORA,SCARB1,SEC24A,SIRT1,SOAT1,SOAT2,SREBF2,TMEM97,TTC39B,VDR,XBP1
GO:0042633:hair cycle	15	KRT14,KRT16,KRT25,KRT33B,KRT83,KRTAP4-3,KRTAP4-5,KRTAP4-7,KRTAP4-8,KRTAP4-9,MPZL3,PPP1R13L,PTCH2,PTGS2,SNRPE
GO:0042634:regulation of hair cycle	6	ARNTL,CLOCK,EPS8L3,FA2H,NIPBL,PER1
GO:0042662:negative regulation of mesodermal cell fate specification	3	DKK1,MESP1,SFRP2
GO:0042692:muscle cell differentiation	12	ASF1A,FBXO40,GLMN,H3-3A,HIRA,IFRD1,QKI,RORA,SEMA4C,SMARCD3,SPEG,SYNE1
GO:0042693:muscle cell fate commitment	6	FGF10,MYF5,MYF6,MYOD1,MYOG,TBX1
GO:0042698:ovulation cycle	8	AXL,BMPR1B,EGFR,GABRB1,NHLH2,SERPINF1,TIMP4,TYRO3
GO:0042699:follicle-stimulating hormone signaling pathway	4	ARRB1,ARRB2,FSHB,FSHR
GO:0042700:luteinizing hormone signaling pathway	2	EREG,LHCGR
GO:0042701:progesterone secretion	2	FZD4,INHBA
GO:0042704:uterine wall breakdown	2	TGFB2,TGFB3
GO:0042711:maternal behavior	12	AVP,AVPR1A,BRINP1,CREBRF,DBH,DRD1,KALRN,MBD2,NPAS1,OXT,OXTR,PTEN
GO:0042713:sperm ejaculation	5	ACVR2A,AVPR1A,OXT,OXTR,SLC6A4
GO:0042723:thiamine-containing compound metabolic process	5	SLC19A2,SLC19A3,SLC25A19,THTPA,TPK1
GO:0042730:fibrinolysis	20	ANXA2,CPB2,F12,F2,FGA,FGB,FGG,GP1BA,HRG,KLKB1,KRT1,PLAT,PLAU,PLAUR,PLG,PROS1,SERPINB2,SERPINE1,SERPINF2,SERPING1
GO:0042732:D-xylose metabolic process	2	DCXR,XYLB
GO:0042733:embryonic digit morphogenesis	55	ALX4,B9D1,BMP4,BMPR1A,C2CD3,CHST11,CPLANE1,CREBBP,CTNNB1,ECE1,FLVCR1,FREM2,GLI2,GLI3,GNA12,GRHL2,HAND2,HDAC1,HDAC2,HOXA11,HOXC11,HOXD12,HOXD13,IFT122,IFT140,IFT52,IHH,IMPAD1,INTU,LMBR1,LNPK,LRP4,LRP5,MAP3K20,MKS1,NOG,OSR1,OSR2,ROR2,SALL1,SFRP2,SHH,SMAD4,TBC1D32,TBX2,TBX3,TMEM107,TMEM231,TRAF3IP1,TULP3,TWIST1,WDPCP,WNT5A,WNT7A,ZBTB16
GO:0042737:drug catabolic process	6	CYP1A2,CYP2C9,CYP2D6,CYP3A4,CYP3A5,FMO4
