Pathway	Gene_List
REACTOME_TCF_DEPENDENT_SIGNALING_IN_RESPONSE_TO_WNT	AKT1,AKT2,AMER1,APC,ASH2L,AXIN1,AXIN2,BCL9,BCL9L,BTRC,CAV1,CBY1,CCDC88C,CDC73,CHD8,CREBBP,CSNK1A1,CSNK1E,CSNK1G2,CSNK2A1,CSNK2A2,CSNK2B,CTBP1,CTNNB1,CTNNBIP1,CUL3,CXXC4,DACT1,DKK1,DKK2,DKK4,DVL1,DVL2,DVL3,EP300,FRAT1,FRAT2,FZD1,FZD2,FZD4,FZD5,FZD6,FZD8,GSK3B,H2AB1,H2AC14,H2AC18,H2AC19,H2AC20,H2AC4,H2AC6,H2AC7,H2AC8,H2AJ,H2AX,H2AZ1,H2AZ2,H2BC1,H2BC10,H2BC11,H2BC12,H2BC13,H2BC14,H2BC15,H2BC17,H2BC21,H2BC3,H2BC4,H2BC5,H2BC6,H2BC7,H2BC8,H2BC9,H2BS1,H2BU1,H3-3A,H3-3B,H3-4,H3C1,H3C10,H3C11,H3C12,H3C13,H3C14,H3C15,H3C2,H3C3,H3C4,H3C6,H3C7,H3C8,H4-16,H4C1,H4C11,H4C12,H4C13,H4C14,H4C15,H4C2,H4C3,H4C4,H4C5,H4C6,H4C8,H4C9,HDAC1,HECW1,KAT5,KLHL12,KMT2D,KREMEN1,KREMEN2,LEF1,LEO1,LGR4,LGR5,LGR6,LRP5,LRP6,MEN1,MYC,PIP5K1B,PPP2CA,PPP2CB,PPP2R1A,PPP2R1B,PPP2R5A,PPP2R5B,PPP2R5C,PPP2R5D,PPP2R5E,PSMA1,PSMA2,PSMA3,PSMA4,PSMA5,PSMA6,PSMA7,PSMA8,PSMB1,PSMB10,PSMB11,PSMB2,PSMB3,PSMB4,PSMB5,PSMB6,PSMB7,PSMB8,PSMB9,PSMC1,PSMC2,PSMC3,PSMC4,PSMC5,PSMC6,PSMD1,PSMD10,PSMD11,PSMD12,PSMD13,PSMD14,PSMD2,PSMD3,PSMD4,PSMD5,PSMD6,PSMD7,PSMD8,PSMD9,PSME1,PSME2,PSME3,PSME4,PSMF1,PYGO1,PYGO2,RBBP5,RBX1,RNF146,RNF43,RPS27A,RSPO1,RSPO2,RSPO3,RSPO4,RUNX3,RUVBL1,RYK,SEM1,SFRP1,SFRP2,SMARCA4,SMURF2,SOST,SOX13,SOX17,SOX2,SOX3,SOX4,SOX6,SOX7,SOX9,SRY,TCF4,TCF7,TCF7L1,TCF7L2,TERT,TLE1,TLE2,TLE3,TLE4,TNKS,TNKS2,TRRAP,UBA52,UBB,UBC,USP34,USP8,WIF1,WNT1,WNT3,WNT3A,WNT4,WNT5A,WNT8A,WNT8B,WNT9A,XIAP,XPO1,YWHAZ,ZNRF3
REACTOME_WNT_MEDIATED_ACTIVATION_OF_DVL	CSNK1E,CSNK2A1,CSNK2A2,CSNK2B,DVL1,DVL2,DVL3,PIP5K1B
REACTOME_FORMATION_OF_THE_BETA_CATENIN_TCF_TRANSACTIVATING_COMPLEX	ASH2L,AXIN2,BCL9,BCL9L,CDC73,CREBBP,CTNNB1,EP300,H2AB1,H2AC14,H2AC18,H2AC19,H2AC20,H2AC4,H2AC6,H2AC7,H2AC8,H2AJ,H2AX,H2AZ1,H2AZ2,H2BC1,H2BC10,H2BC11,H2BC12,H2BC13,H2BC14,H2BC15,H2BC17,H2BC21,H2BC3,H2BC4,H2BC5,H2BC6,H2BC7,H2BC8,H2BC9,H2BS1,H2BU1,H3-3A,H3-3B,H3-4,H3C1,H3C10,H3C11,H3C12,H3C13,H3C14,H3C15,H3C2,H3C3,H3C4,H3C6,H3C7,H3C8,H4-16,H4C1,H4C11,H4C12,H4C13,H4C14,H4C15,H4C2,H4C3,H4C4,H4C5,H4C6,H4C8,H4C9,HDAC1,KAT5,KMT2D,LEF1,LEO1,MEN1,MYC,PYGO1,PYGO2,RBBP5,RUNX3,RUVBL1,SMARCA4,TCF4,TCF7,TCF7L1,TCF7L2,TERT,TLE1,TLE2,TLE3,TLE4,TRRAP
REACTOME_METABOLISM_OF_NITRIC_OXIDE_ENOS_ACTIVATION_AND_REGULATION	AKT1,CALM1,CAV1,CYGB,DDAH1,DDAH2,DNM2,HSP90AA1,LYPLA1,NOS3,NOSIP,NOSTRIN,SPR,WASL,ZDHHC21
REACTOME_ASSEMBLY_OF_COLLAGEN_FIBRILS_AND_OTHER_MULTIMERIC_STRUCTURES	BMP1,CD151,COL10A1,COL11A1,COL11A2,COL12A1,COL14A1,COL15A1,COL17A1,COL18A1,COL1A1,COL1A2,COL24A1,COL27A1,COL2A1,COL3A1,COL4A1,COL4A2,COL4A3,COL4A4,COL4A5,COL4A6,COL5A1,COL5A2,COL5A3,COL6A1,COL6A2,COL6A3,COL6A5,COL6A6,COL7A1,COL8A1,COL8A2,COL9A1,COL9A2,COL9A3,CTSB,CTSL,CTSS,CTSV,DST,ITGA6,ITGB4,LAMA3,LAMB3,LAMC2,LOX,LOXL1,LOXL2,LOXL3,LOXL4,MMP13,MMP20,MMP3,MMP7,MMP9,PCOLCE,PLEC,PXDN,TLL1,TLL2
REACTOME_METABOLISM_OF_ANGIOTENSINOGEN_TO_ANGIOTENSINS	ACE,ACE2,AGT,ANPEP,AOPEP,ATP6AP2,CES1,CMA1,CPA3,CPB1,CPB2,CTSD,CTSG,CTSZ,ENPEP,GZMH,MME,REN
REACTOME_DERMATAN_SULFATE_BIOSYNTHESIS	BCAN,BGN,CHST14,CSPG4,CSPG5,DCN,DSE,DSEL,NCAN,UST,VCAN
REACTOME_CALCINEURIN_ACTIVATES_NFAT	CALM1,FKBP1A,NFATC1,NFATC2,NFATC3,PPIA,PPP3CA,PPP3CB,PPP3R1
REACTOME_FCGAMMA_RECEPTOR_FCGR_DEPENDENT_PHAGOCYTOSIS	ABI1,ABI2,ABL1,ACTB,ACTG1,ACTR2,ACTR3,AHCYL1,ARPC1A,ARPC1B,ARPC2,ARPC3,ARPC4,ARPC5,BAIAP2,BRK1,BTK,CD247,CD3G,CDC42,CFL1,CRK,CYFIP1,CYFIP2,DOCK1,ELMO1,ELMO2,FCGR1A,FCGR2A,FCGR3A,FGR,FYN,GRB2,HCK,HSP90AA1,HSP90AB1,IGHG1,IGHG2,IGHG4,IGHV1-2,IGHV1-46,IGHV1-69,IGHV2-5,IGHV2-70,IGHV3-11,IGHV3-13,IGHV3-23,IGHV3-30,IGHV3-33,IGHV3-48,IGHV3-53,IGHV3-7,IGHV4-34,IGHV4-39,IGHV4-59,IGKV1-12,IGKV1-16,IGKV1-17,IGKV1-33,IGKV1-39,IGKV1-5,IGKV1D-12,IGKV1D-16,IGKV1D-33,IGKV1D-39,IGKV2-28,IGKV2-30,IGKV2D-28,IGKV2D-30,IGKV2D-40,IGKV3-11,IGKV3-15,IGKV3-20,IGKV3D-20,IGKV4-1,IGKV5-2,IGLC2,IGLC3,IGLV1-40,IGLV1-44,IGLV1-47,IGLV1-51,IGLV2-11,IGLV2-14,IGLV2-23,IGLV2-8,IGLV3-1,IGLV3-19,IGLV3-21,IGLV3-25,IGLV3-27,IGLV6-57,IGLV7-43,ITPR1,ITPR2,ITPR3,LIMK1,LYN,MAPK1,MAPK3,MYH2,MYH9,MYO10,MYO1C,MYO5A,MYO9B,NCK1,NCKAP1,NCKAP1L,NCKIPSD,NF2,PAK1,PIK3CA,PIK3CB,PIK3R1,PIK3R2,PLA2G6,PLCG1,PLCG2,PLD1,PLD2,PLD3,PLD4,PLPP4,PLPP5,PRKCD,PRKCE,PTK2,RAC1,SRC,SYK,VAV1,VAV2,VAV3,WAS,WASF1,WASF2,WASF3,WASL,WIPF1,WIPF2,WIPF3,YES1
REACTOME_FCGR_ACTIVATION	CD247,CD3G,FCGR1A,FCGR2A,FCGR3A,FGR,FYN,HCK,IGHG1,IGHG2,IGHG4,IGHV1-2,IGHV1-46,IGHV1-69,IGHV2-5,IGHV2-70,IGHV3-11,IGHV3-13,IGHV3-23,IGHV3-30,IGHV3-33,IGHV3-48,IGHV3-53,IGHV3-7,IGHV4-34,IGHV4-39,IGHV4-59,IGKV1-12,IGKV1-16,IGKV1-17,IGKV1-33,IGKV1-39,IGKV1-5,IGKV1D-12,IGKV1D-16,IGKV1D-33,IGKV1D-39,IGKV2-28,IGKV2-30,IGKV2D-28,IGKV2D-30,IGKV2D-40,IGKV3-11,IGKV3-15,IGKV3-20,IGKV3D-20,IGKV4-1,IGKV5-2,IGLC2,IGLC3,IGLV1-40,IGLV1-44,IGLV1-47,IGLV1-51,IGLV2-11,IGLV2-14,IGLV2-23,IGLV2-8,IGLV3-1,IGLV3-19,IGLV3-21,IGLV3-25,IGLV3-27,IGLV6-57,IGLV7-43,LYN,SRC,SYK,YES1
REACTOME_ROLE_OF_PHOSPHOLIPIDS_IN_PHAGOCYTOSIS	AHCYL1,CD247,CD3G,FCGR1A,FCGR2A,FCGR3A,IGHG1,IGHG2,IGHG4,IGHV1-2,IGHV1-46,IGHV1-69,IGHV2-5,IGHV2-70,IGHV3-11,IGHV3-13,IGHV3-23,IGHV3-30,IGHV3-33,IGHV3-48,IGHV3-53,IGHV3-7,IGHV4-34,IGHV4-39,IGHV4-59,IGKV1-12,IGKV1-16,IGKV1-17,IGKV1-33,IGKV1-39,IGKV1-5,IGKV1D-12,IGKV1D-16,IGKV1D-33,IGKV1D-39,IGKV2-28,IGKV2-30,IGKV2D-28,IGKV2D-30,IGKV2D-40,IGKV3-11,IGKV3-15,IGKV3-20,IGKV3D-20,IGKV4-1,IGKV5-2,IGLC2,IGLC3,IGLV1-40,IGLV1-44,IGLV1-47,IGLV1-51,IGLV2-11,IGLV2-14,IGLV2-23,IGLV2-8,IGLV3-1,IGLV3-19,IGLV3-21,IGLV3-25,IGLV3-27,IGLV6-57,IGLV7-43,ITPR1,ITPR2,ITPR3,PIK3CA,PIK3CB,PIK3R1,PIK3R2,PLA2G6,PLCG1,PLCG2,PLD1,PLD2,PLD3,PLD4,PLPP4,PLPP5,PRKCD,PRKCE,SYK
REACTOME_ENOS_ACTIVATION	AKT1,CALM1,CAV1,CYGB,DDAH1,DDAH2,HSP90AA1,LYPLA1,NOS3,SPR,ZDHHC21
REACTOME_NOSTRIN_MEDIATED_ENOS_TRAFFICKING	CAV1,DNM2,NOS3,NOSTRIN,WASL
REACTOME_COPII_MEDIATED_VESICLE_TRANSPORT	ANKRD28,AREG,BET1,CD59,CNIH1,CNIH2,CNIH3,COL7A1,CSNK1D,CTSC,CTSZ,F5,F8,FOLR1,GOLGA2,GORASP1,GOSR2,GRIA1,LMAN1,LMAN1L,LMAN2,LMAN2L,MCFD2,NAPA,NAPB,NAPG,NSF,PPP6C,PPP6R1,PPP6R3,PREB,RAB1A,RAB1B,SAR1B,SCFD1,SEC13,SEC16A,SEC16B,SEC22A,SEC22B,SEC22C,SEC23A,SEC23IP,SEC24A,SEC24B,SEC24C,SEC24D,SEC31A,SERPINA1,STX17,STX5,TBC1D20,TFG,TGFA,TMED10,TMED2,TRAPPC1,TRAPPC10,TRAPPC2,TRAPPC2L,TRAPPC3,TRAPPC4,TRAPPC5,TRAPPC6A,TRAPPC6B,TRAPPC9,USO1,YKT6
REACTOME_ALPHA_LINOLENIC_OMEGA3_AND_LINOLEIC_OMEGA6_ACID_METABOLISM	ABCD1,ACAA1,ACOT8,ACOX1,ACSL1,ELOVL1,ELOVL2,ELOVL3,ELOVL5,FADS1,FADS2,HSD17B4,SCP2
REACTOME_LINOLEIC_ACID_LA_METABOLISM	ABCD1,ACSL1,ELOVL1,ELOVL2,ELOVL3,ELOVL5,FADS1,FADS2
REACTOME_NADE_MODULATES_DEATH_SIGNALLING	BEX3,CASP2,CASP3,NGF,NGFR,YWHAE
REACTOME_NF_KB_IS_ACTIVATED_AND_SIGNALS_SURVIVAL	IKBKB,IRAK1,NFKB1,NFKBIA,NGF,NGFR,RELA,RPS27A,SQSTM1,TRAF6,UBA52,UBB,UBC
REACTOME_METABOLISM_OF_AMINE_DERIVED_HORMONES	AANAT,ASMT,CGA,DBH,DDC,DIO1,DIO2,DIO3,DUOX1,DUOX2,IYD,PNMT,SLC5A5,TH,TPH1,TPH2,TPO,TSHB
REACTOME_SEROTONIN_AND_MELATONIN_BIOSYNTHESIS	AANAT,ASMT,DDC,TPH1,TPH2
REACTOME_THYROXINE_BIOSYNTHESIS	CGA,DIO1,DIO2,DIO3,DUOX1,DUOX2,IYD,SLC5A5,TPO,TSHB
REACTOME_REGULATION_OF_GENE_EXPRESSION_IN_LATE_STAGE_BRANCHING_MORPHOGENESIS_PANCREATIC_BUD_PRECURSOR_CELLS	CREBBP,EP300,HES1,HNF1B,KAT2A,KAT2B,MAML1,MAML2,MAML3,MAMLD1,NEUROG3,NOTCH1,ONECUT1,ONECUT3,RBPJ,SNW1
REACTOME_REGULATION_OF_GENE_EXPRESSION_IN_ENDOCRINE_COMMITTED_NEUROG3_PROGENITOR_CELLS	INSM1,NEUROD1,NEUROG3,NKX2-2,PAX4
REACTOME_REGULATION_OF_GENE_EXPRESSION_IN_EARLY_PANCREATIC_PRECURSOR_CELLS	FGF10,HNF1B,NKX6-1,NR5A2,ONECUT1,ONECUT3,PDX1,PTF1A
REACTOME_GENE_SILENCING_BY_RNA	AAAS,AGO1,AGO2,AGO3,AGO4,ASZ1,BCDIN3D,DDX4,DGCR8,DICER1,DROSHA,FKBP6,H2AB1,H2AC14,H2AC18,H2AC19,H2AC20,H2AC4,H2AC6,H2AC7,H2AC8,H2AJ,H2AX,H2AZ1,H2AZ2,H2BC1,H2BC10,H2BC11,H2BC12,H2BC13,H2BC14,H2BC15,H2BC17,H2BC21,H2BC3,H2BC4,H2BC5,H2BC6,H2BC7,H2BC8,H2BC9,H2BS1,H2BU1,H3-3A,H3-3B,H3C1,H3C10,H3C11,H3C12,H3C13,H3C14,H3C15,H3C2,H3C3,H3C4,H3C6,H3C7,H3C8,H4-16,H4C1,H4C11,H4C12,H4C13,H4C14,H4C15,H4C2,H4C3,H4C4,H4C5,H4C6,H4C8,H4C9,HENMT1,HSP90AA1,IPO8,MAEL,MIR23B,MOV10L1,MYBL1,NDC1,NUP107,NUP133,NUP153,NUP155,NUP160,NUP188,NUP205,NUP210,NUP214,NUP35,NUP37,NUP42,NUP43,NUP50,NUP54,NUP58,NUP62,NUP85,NUP88,NUP93,NUP98,PIWIL1,PIWIL2,PIWIL4,PLD6,POLR2A,POLR2B,POLR2C,POLR2D,POLR2E,POLR2F,POLR2G,POLR2H,POLR2I,POLR2J,POLR2K,POLR2L,POM121,POM121C,PRKRA,RAE1,RAN,RANBP2,SEC13,SEH1L,TARBP2,TDRD1,TDRD12,TDRD6,TDRD9,TDRKH,TNRC6A,TNRC6B,TNRC6C,TPR,TSN,TSNAX,XPO5
REACTOME_VITAMINS	CYP24A1,CYP26A1,CYP26B1,CYP26C1,CYP27B1,CYP2R1
REACTOME_FATTY_ACIDS	CYP2A13,CYP2A7,CYP2B6,CYP2D6,CYP2F1,CYP2J2,CYP4A11,CYP4A22,CYP4B1,CYP4F11,CYP4F12,CYP4F2,CYP4F22,CYP4F3,CYP4F8
REACTOME_PHASE_I_FUNCTIONALIZATION_OF_COMPOUNDS	AADAC,ACSS1,ACSS2,ADH1A,ADH1B,ADH1C,ADH4,ADH5,ADH6,ADH7,AHR,AHRR,AIP,ALDH1A1,ALDH1B1,ALDH2,ALDH3A1,AOC1,AOC2,AOC3,ARNT,ARNT2,BPHL,CBR3,CES1,CES2,CES3,CMBL,CYB5B,CYB5R3,CYP11A1,CYP11B1,CYP11B2,CYP19A1,CYP1A1,CYP1A2,CYP1B1,CYP21A2,CYP24A1,CYP26A1,CYP26B1,CYP26C1,CYP27A1,CYP27B1,CYP2A13,CYP2A6,CYP2A7,CYP2B6,CYP2C18,CYP2C19,CYP2C8,CYP2C9,CYP2D6,CYP2E1,CYP2F1,CYP2J2,CYP2R1,CYP2S1,CYP2U1,CYP2W1,CYP39A1,CYP3A4,CYP3A43,CYP3A5,CYP3A7,CYP46A1,CYP4A11,CYP4A22,CYP4B1,CYP4F11,CYP4F12,CYP4F2,CYP4F22,CYP4F3,CYP4F8,CYP4V2,CYP51A1,CYP7A1,CYP7B1,CYP8B1,EPHX1,FDX1,FDX2,FDXR,FMO1,FMO2,FMO3,HSP90AB1,MAOA,MAOB,MARC1,MARC2,NCOA1,NCOA2,NQO2,NR1H4,PAOX,POMC,POR,PTGES3,PTGIS,PTGS1,RXRA,SMOX,TBXAS1
REACTOME_MISCELLANEOUS_SUBSTRATES	CYP2D6,CYP2S1,CYP2U1,CYP2W1,CYP3A43,CYP4A11,CYP4A22,CYP4B1,CYP4F11,CYP4F2,CYP4F22,CYP4F3
REACTOME_EICOSANOIDS	CYP4A11,CYP4A22,CYP4B1,CYP4F11,CYP4F12,CYP4F2,CYP4F22,CYP4F3,CYP4F8,CYP8B1,PTGIS,TBXAS1
REACTOME_CYP2E1_REACTIONS	CYP2A13,CYP2A6,CYP2A7,CYP2B6,CYP2C19,CYP2C8,CYP2C9,CYP2D6,CYP2E1,CYP2F1,CYP2S1
REACTOME_EPIGENETIC_REGULATION_OF_GENE_EXPRESSION	ACTB,AEBP2,ARID4B,BAZ1B,BAZ2A,CBX3,CCNH,CD3EAP,CDK7,CHD3,CHD4,DDX21,DEK,DNMT1,DNMT3A,DNMT3B,DNMT3L,EED,EHMT2,EP300,ERCC2,ERCC3,ERCC6,EZH2,GATAD2A,GATAD2B,GSK3B,GTF2H1,GTF2H2,GTF2H3,GTF2H4,GTF2H5,H2AB1,H2AC14,H2AC18,H2AC19,H2AC20,H2AC4,H2AC6,H2AC7,H2AC8,H2AJ,H2AX,H2AZ1,H2AZ2,H2BC1,H2BC10,H2BC11,H2BC12,H2BC13,H2BC14,H2BC15,H2BC17,H2BC21,H2BC3,H2BC4,H2BC5,H2BC6,H2BC7,H2BC8,H2BC9,H2BS1,H2BU1,H3-3A,H3-3B,H3C1,H3C10,H3C11,H3C12,H3C13,H3C14,H3C15,H3C2,H3C3,H3C4,H3C6,H3C7,H3C8,H4-16,H4C1,H4C11,H4C12,H4C13,H4C14,H4C15,H4C2,H4C3,H4C4,H4C5,H4C6,H4C8,H4C9,HDAC1,HDAC2,JARID2,KAT2A,KAT2B,MBD2,MBD3,MNAT1,MTA1,MTA2,MTA3,MTF2,MYBBP1A,MYO1C,PHF1,PHF19,POLR1A,POLR1B,POLR1C,POLR1D,POLR1E,POLR2E,POLR2F,POLR2H,POLR2K,POLR2L,RBBP4,RBBP7,RRP8,SAP130,SAP18,SAP30,SAP30BP,SAP30L,SF3B1,SIN3A,SIN3B,SIRT1,SMARCA5,SUDS3,SUV39H1,SUZ12,TAF1A,TAF1B,TAF1C,TAF1D,TBP,TDG,TET1,TET2,TET3,TTF1,TWISTNB,UBTF,UHRF1,ZNRD1
REACTOME_PRC2_METHYLATES_HISTONES_AND_DNA	AEBP2,DNMT1,DNMT3A,DNMT3B,EED,EZH2,H2AB1,H2AC14,H2AC18,H2AC19,H2AC20,H2AC4,H2AC6,H2AC7,H2AC8,H2AJ,H2AX,H2AZ1,H2AZ2,H2BC1,H2BC10,H2BC11,H2BC12,H2BC13,H2BC14,H2BC15,H2BC17,H2BC21,H2BC3,H2BC4,H2BC5,H2BC6,H2BC7,H2BC8,H2BC9,H2BS1,H2BU1,H3-3A,H3-3B,H3C1,H3C10,H3C11,H3C12,H3C13,H3C14,H3C15,H3C2,H3C3,H3C4,H3C6,H3C7,H3C8,H4-16,H4C1,H4C11,H4C12,H4C13,H4C14,H4C15,H4C2,H4C3,H4C4,H4C5,H4C6,H4C8,H4C9,JARID2,MTF2,PHF1,PHF19,RBBP4,RBBP7,SUZ12
REACTOME_EGFR_INTERACTS_WITH_PHOSPHOLIPASE_C_GAMMA	AREG,BTC,EGF,EGFR,EPGN,EREG,HBEGF,PLCG1,TGFA
REACTOME_MOLECULES_ASSOCIATED_WITH_ELASTIC_FIBRES	BMP10,BMP2,BMP4,BMP7,EFEMP1,EFEMP2,ELN,EMILIN1,EMILIN2,EMILIN3,FBLN1,FBLN2,FBLN5,FBN1,FBN2,FBN3,FN1,GDF5,ITGA8,ITGAV,ITGB1,ITGB3,ITGB5,ITGB6,ITGB8,LTBP1,LTBP2,LTBP3,LTBP4,MFAP1,MFAP2,MFAP3,MFAP4,MFAP5,TGFB1,TGFB2,TGFB3,VTN
REACTOME_SYNTHESIS_OF_EPOXY_EET_AND_DIHYDROXYEICOSATRIENOIC_ACIDS_DHET	CYP1A1,CYP1A2,CYP1B1,CYP2C19,CYP2C8,CYP2C9,CYP2J2,EPHX2
REACTOME_SYNTHESIS_OF_5_EICOSATETRAENOIC_ACIDS	ALOX5,ALOX5AP,GPX1,GPX2,GPX4,LTC4S,PON1,PON2,PON3
REACTOME_SYNTHESIS_OF_LEUKOTRIENES_LT_AND_EOXINS_EX	ABCC1,ALOX15,ALOX5,ALOX5AP,CYP4A11,CYP4A22,CYP4B1,CYP4F11,CYP4F2,CYP4F22,CYP4F3,CYP4F8,DPEP1,DPEP2,DPEP3,GGT1,GGT5,LTA4H,LTC4S,MAPKAPK2,PTGR1
REACTOME_SYNTHESIS_OF_LIPOXINS_LX	ALOX12,ALOX5,ALOX5AP,HPGD,LTC4S,PTGR1
REACTOME_SYNTHESIS_OF_12_EICOSATETRAENOIC_ACID_DERIVATIVES	ALOX12,ALOX12B,ALOX15,ALOXE3,GPX1,GPX2,GPX4
REACTOME_ARACHIDONIC_ACID_METABOLISM	ABCC1,AKR1C3,ALOX12,ALOX12B,ALOX15,ALOX15B,ALOX5,ALOX5AP,ALOXE3,AWAT1,CBR1,CYP1A1,CYP1A2,CYP1B1,CYP2C19,CYP2C8,CYP2C9,CYP2J2,CYP2U1,CYP4A11,CYP4A22,CYP4B1,CYP4F11,CYP4F2,CYP4F22,CYP4F3,CYP4F8,CYP8B1,DPEP1,DPEP2,DPEP3,EPHX2,FAAH,FAAH2,GGT1,GGT5,GPX1,GPX2,GPX4,HPGD,HPGDS,LTA4H,LTC4S,MAPKAPK2,PLA2G4A,PON1,PON2,PON3,PRXL2B,PTGDS,PTGES,PTGES2,PTGES3,PTGIS,PTGR1,PTGR2,PTGS1,PTGS2,TBXAS1
REACTOME_SYNTHESIS_OF_15_EICOSATETRAENOIC_ACID_DERIVATIVES	ALOX15,ALOX15B,GPX1,GPX2,GPX4,PTGS2
REACTOME_UBIQUINOL_BIOSYNTHESIS	COQ2,COQ3,COQ5,COQ6,COQ7,COQ9,PDSS1,PDSS2
REACTOME_SYNTHESIS_OF_16_20_HYDROXYEICOSATETRAENOIC_ACIDS_HETE	CYP1A1,CYP1A2,CYP1B1,CYP2C19,CYP2C8,CYP2C9,CYP2U1,CYP4A11,CYP4F2
REACTOME_HYALURONAN_BIOSYNTHESIS_AND_EXPORT	ABCC5,CEMIP,HAS1,HAS2,HAS3
REACTOME_TRANSCRIPTIONAL_ACTIVATION_OF_MITOCHONDRIAL_BIOGENESIS	ACSS2,ALAS1,ATF2,ATP5F1B,CALM1,CAMK4,CARM1,CHD9,CREB1,CREBBP,CRTC1,CRTC2,CRTC3,CYCS,ESRRA,GABPA,GABPB1,GLUD1,GLUD2,HCFC1,HDAC3,HELZ2,IDH2,MED1,MEF2C,MEF2D,MTERF1,NCOA1,NCOA2,NCOA6,NCOR1,NR1D1,NRF1,PERM1,POLG2,POLRMT,PPARA,PPARGC1A,PPARGC1B,PPRC1,RXRA,SIRT3,SIRT4,SIRT5,SMARCD3,SOD2,SSBP1,TBL1X,TBL1XR1,TFAM,TFB1M,TFB2M,TGS1,TWNK,USP46
REACTOME_ACTIVATION_OF_PPARGC1A_PGC_1ALPHA_BY_PHOSPHORYLATION	MAPK11,MAPK12,MAPK14,PPARGC1A,PRKAA2,PRKAB1,PRKAB2,PRKAG1,PRKAG2,PRKAG3
REACTOME_ABACAVIR_TRANSMEMBRANE_TRANSPORT	ABCB1,ABCG2,SLC22A1,SLC22A2,SLC22A3
REACTOME_ABACAVIR_METABOLISM	ADAL,ADH1A,GUK1,NT5C2,PCK1
REACTOME_SYNTHESIS_OF_PROSTAGLANDINS_PG_AND_THROMBOXANES_TX	AKR1C3,CBR1,CYP8B1,HPGD,HPGDS,PRXL2B,PTGDS,PTGES,PTGES2,PTGES3,PTGIS,PTGR2,PTGS1,PTGS2,TBXAS1
REACTOME_SCAVENGING_OF_HEME_FROM_PLASMA	ALB,AMBP,APOA1,APOL1,CD163,HBA1,HBA2,HBB,HP,HPR,HPX,IGHA1,IGHA2,IGHV1-2,IGHV1-46,IGHV1-69,IGHV2-5,IGHV2-70,IGHV3-11,IGHV3-13,IGHV3-23,IGHV3-30,IGHV3-33,IGHV3-48,IGHV3-53,IGHV3-7,IGHV4-34,IGHV4-39,IGHV4-59,IGKV1-12,IGKV1-16,IGKV1-17,IGKV1-33,IGKV1-39,IGKV1-5,IGKV1D-12,IGKV1D-16,IGKV1D-33,IGKV1D-39,IGKV2-28,IGKV2-30,IGKV2D-28,IGKV2D-30,IGKV2D-40,IGKV3-11,IGKV3-15,IGKV3-20,IGKV3D-20,IGKV4-1,IGKV5-2,IGLC2,IGLC3,IGLV1-40,IGLV1-44,IGLV1-47,IGLV1-51,IGLV2-11,IGLV2-14,IGLV2-23,IGLV2-8,IGLV3-1,IGLV3-19,IGLV3-21,IGLV3-25,IGLV3-27,IGLV6-57,IGLV7-43,JCHAIN,LRP1
REACTOME_DAP12_INTERACTIONS	B2M,BTK,CD300E,CD300LB,CLEC5A,FYN,GRAP2,GRB2,HLA-B,HLA-C,HLA-E,HRAS,KIR2DS1,KIR2DS2,KIR2DS4,KIR2DS5,KIR3DS1,KLRC2,KLRD1,KLRK1,KRAS,LAT,LCK,LCP2,NCR2,NRAS,PIK3CA,PIK3CB,PIK3R1,PIK3R2,PLCG1,PLCG2,RAC1,SHC1,SIGLEC14,SIGLEC15,SIRPB1,SOS1,SYK,TREM1,TREM2,TYROBP,VAV2,VAV3
REACTOME_BINDING_AND_UPTAKE_OF_LIGANDS_BY_SCAVENGER_RECEPTORS	ALB,AMBP,APOA1,APOB,APOE,APOL1,CALR,CD163,CD36,COL1A1,COL1A2,COL3A1,COL4A1,COL4A2,COLEC11,COLEC12,FTH1,FTL,HBA1,HBA2,HBB,HP,HPR,HPX,HSP90AA1,HSP90B1,HSPH1,HYOU1,IGHA1,IGHA2,IGHV1-2,IGHV1-46,IGHV1-69,IGHV2-5,IGHV2-70,IGHV3-11,IGHV3-13,IGHV3-23,IGHV3-30,IGHV3-33,IGHV3-48,IGHV3-53,IGHV3-7,IGHV4-34,IGHV4-39,IGHV4-59,IGKV1-12,IGKV1-16,IGKV1-17,IGKV1-33,IGKV1-39,IGKV1-5,IGKV1D-12,IGKV1D-16,IGKV1D-33,IGKV1D-39,IGKV2-28,IGKV2-30,IGKV2D-28,IGKV2D-30,IGKV2D-40,IGKV3-11,IGKV3-15,IGKV3-20,IGKV3D-20,IGKV4-1,IGKV5-2,IGLC2,IGLC3,IGLV1-40,IGLV1-44,IGLV1-47,IGLV1-51,IGLV2-11,IGLV2-14,IGLV2-23,IGLV2-8,IGLV3-1,IGLV3-19,IGLV3-21,IGLV3-25,IGLV3-27,IGLV6-57,IGLV7-43,JCHAIN,LRP1,MARCO,MASP1,MSR1,SAA1,SCARA5,SCARB1,SCARF1,SCGB3A2,SPARC,SSC5D,STAB1,STAB2
REACTOME_EGFR_TRANSACTIVATION_BY_GASTRIN	EGFR,GRB2,HBEGF,HRAS,KRAS,MMP3,NRAS,PRKCA,SOS1
REACTOME_THE_RETINOID_CYCLE_IN_CONES_DAYLIGHT_VISION	AWAT2,DHRS3,OPN1LW,OPN1MW,OPN1SW,RBP3,RLBP1
