GO_MF	Gene_Size	Gene_List
GO:0008432:JUN kinase binding	9	DUSP10,GSTP1,KIF5B,MAD2L2,MAPK8IP1,MAPK8IP3,PTK2,RNF13,SPAG9
GO:0008440:inositol-1,4,5-trisphosphate 3-kinase activity	4	IPMK,ITPKA,ITPKB,ITPKC
GO:0008441:3'(2'),5'-bisphosphate nucleotidase activity	2	BPNT1,IMPAD1
GO:0008448:N-acetylglucosamine-6-phosphate deacetylase activity	2	AMDHD2,H3BQ15
GO:0008449:N-acetylglucosamine-6-sulfatase activity	4	GNS,SGSH,SULF1,SULF2
GO:0008453:alanine-glyoxylate transaminase activity	2	AGXT,AGXT2
GO:0008454:alpha-1,3-mannosylglycoprotein 4-beta-N-acetylglucosaminyltransferase activity	3	MGAT4A,MGAT4B,MGAT4C
GO:0008457:beta-galactosyl-N-acetylglucosaminylgalactosylglucosyl-ceramide beta-1,3-acetylglucosaminyltransferase activity	4	B3GNT2,B3GNT3,B3GNT4,B3GNT5
GO:0008458:carnitine O-octanoyltransferase activity	2	CRAT,CROT
GO:0008459:chondroitin 6-sulfotransferase activity	2	CHST3,CHST7
GO:0008466:glycogenin glucosyltransferase activity	2	GYG1,GYG2
GO:0008467:[heparan sulfate]-glucosamine 3-sulfotransferase 1 activity	7	HS3ST1,HS3ST2,HS3ST3A1,HS3ST3B1,HS3ST4,HS3ST5,HS3ST6
GO:0008469:histone-arginine N-methyltransferase activity	6	CARM1,PRMT2,PRMT5,PRMT6,PRMT7,PRMT8
GO:0008474:palmitoyl-(protein) hydrolase activity	10	ABHD12,ABHD13,ABHD17A,ABHD17B,ABHD17C,LYPLA1,LYPLA2,LYPLAL1,PPT1,PPT2
GO:0008475:procollagen-lysine 5-dioxygenase activity	3	PLOD1,PLOD2,PLOD3
GO:0008476:protein-tyrosine sulfotransferase activity	2	TPST1,TPST2
GO:0008479:queuine tRNA-ribosyltransferase activity	2	QTRT1,QTRT2
GO:0008481:sphinganine kinase activity	2	SPHK1,SPHK2
GO:0008483:transaminase activity	6	AADAT,AGXT,AMT,ETNPPL,KYAT1,PHYKPL
GO:0008484:sulfuric ester hydrolase activity	6	ARSA,GALNS,GNS,IDS,SGSH,STS
GO:0008486:diphosphoinositol-polyphosphate diphosphatase activity	5	NUDT10,NUDT11,NUDT3,NUDT4,NUDT4B
GO:0008489:UDP-galactose:glucosylceramide beta-1,4-galactosyltransferase activity	3	B4GALT5,B4GALT6,UGT8
GO:0008494:translation activator activity	14	BOLL,C1QBP,CTIF,DAZ1,DAZ2,DAZ3,DAZ4,DAZL,DHX29,LARP1,MIF4GD,PABPC1,PAIP1,RPS27L
GO:0008499:UDP-galactose:beta-N-acetylglucosamine beta-1,3-galactosyltransferase activity	7	B3GALNT1,B3GALT1,B3GALT2,B3GALT4,B3GALT5,B3GALT6,B3GAT1
GO:0008502:melatonin receptor activity	4	GPR50,MTNR1A,MTNR1B,RORB
GO:0008503:benzodiazepine receptor activity	11	GABRA1,GABRA2,GABRA3,GABRA4,GABRA5,GABRA6,GABRE,GABRG1,GABRG2,GABRG3,TSPO
GO:0008504:monoamine transmembrane transporter activity	6	SLC18A1,SLC18A2,SLC29A4,SLC6A2,SLC6A3,SLC6A4
GO:0008506:sucrose:proton symporter activity	4	SLC45A1,SLC45A2,SLC45A3,SLC45A4
GO:0008508:bile acid:sodium symporter activity	6	SLC10A1,SLC10A2,SLC10A3,SLC10A4,SLC10A5,SLC10A6
GO:0008509:anion transmembrane transporter activity	3	SLC26A11,SLC4A1,SLC4A2
GO:0008510:sodium:bicarbonate symporter activity	6	SLC4A10,SLC4A4,SLC4A5,SLC4A7,SLC4A8,SLC4A9
GO:0008511:sodium:potassium:chloride symporter activity	3	SLC12A1,SLC12A2,SLC12A3
GO:0008513:secondary active organic cation transmembrane transporter activity	2	SLC22A1,SLC22A4
GO:0008514:organic anion transmembrane transporter activity	11	ABCC1,ABCC11,ABCC2,ABCC5,MFSD10,SLC17A3,SLC22A11,SLC22A6,SLCO1A2,SLCO1B3,SLCO2B1
GO:0008517:folic acid transmembrane transporter activity	5	PDPN,SLC19A1,SLC19A2,SLC25A32,SLC46A1
GO:0008519:ammonium transmembrane transporter activity	11	AQP1,K7N7A8,RHAG,RHBG,RHCE,RHCG,RHD,SLC12A2,SLC12A4,SLC12A6,SLC12A7
GO:0008525:phosphatidylcholine transporter activity	7	PCTP,PITPNA,PITPNB,PITPNC1,PITPNM1,PITPNM2,PLTP
GO:0008526:phosphatidylinositol transfer activity	9	C2CD2L,OSBPL2,PITPNA,PITPNB,PITPNC1,PITPNM1,PITPNM2,PLTP,TNFAIP8L3
GO:0008527:taste receptor activity	15	FFAR4,TAS1R1,TAS1R2,TAS1R3,TAS2R1,TAS2R10,TAS2R13,TAS2R14,TAS2R3,TAS2R4,TAS2R43,TAS2R5,TAS2R7,TAS2R8,TAS2R9
GO:0008528:G protein-coupled peptide receptor activity	39	ADCYAP1R1,CX3CR1,CYSLTR1,CYSLTR2,FSHR,GALR1,GALR2,GALR3,GCGR,GHRHR,GIPR,GLP1R,GLP2R,GPR37,GPR37L1,GPR84,GRPR,KISS1R,LGR4,LGR5,LHCGR,LTB4R,LTB4R2,MC1R,MCHR2,MLNR,NPR1,NPR3,PTH1R,PTH2R,RXFP1,RXFP2,RXFP3,RXFP4,SCTR,TSHR,UTS2R,VIPR1,VIPR2
GO:0008532:N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase activity	10	A8MXE2,B3GNT2,B3GNT3,B3GNT4,B3GNT5,B3GNT6,B3GNT7,B3GNT8,B3GNT9,B4GAT1
GO:0008534:oxidized purine nucleobase lesion DNA N-glycosylase activity	2	NTHL1,OGG1
GO:0008536:Ran GTPase binding	36	BIRC5,CSE1L,IPO11,IPO13,IPO4,IPO5,IPO7,IPO8,IPO9,KPNB1,MYCBP2,NUTF2,NXT1,RANBP1,RANBP17,RANBP2,RANBP3,RANBP3L,RANBP9,RANGAP1,RANGRF,RCC1,RGPD1,RGPD2,RGPD3,RGPD4,RGPD5,RGPD8,TNPO1,TNPO2,TNPO3,XPO1,XPO5,XPO6,XPO7,XPOT
GO:0008545:JUN kinase kinase activity	2	MAP2K4,MAP2K7
GO:0008553:proton-exporting ATPase activity, phosphorylative mechanism	15	ATP2A1,ATP2A2,ATP2A3,ATP2C1,ATP2C2,ATP6V0D1,ATP6V0D2,ATP6V1C1,ATP6V1C2,ATP6V1E1,ATP6V1E2,ATP6V1G1,ATP6V1G2,ATP6V1G2-DDX39B,ATP6V1G3
GO:0008559:ATPase-coupled xenobiotic transmembrane transporter activity	4	ABCB1,ABCC1,ABCC2,ABCG2
GO:0008568:microtubule-severing ATPase activity	8	FIGN,FIGNL1,FIGNL2,KATNA1,KATNAL1,KATNAL2,KATNB1,SPAST
GO:0008569:ATP-dependent microtubule motor activity, minus-end-directed	18	DNAH1,DNAH10,DNAH11,DNAH14,DNAH17,DNAH2,DNAH3,DNAH5,DNAH6,DNAH7,DNAH8,DNAH9,DNHD1,DYNC1H1,DYNC2H1,DYNC2LI1,KIF25,KIFC3
GO:0008574:ATP-dependent microtubule motor activity, plus-end-directed	19	KIF11,KIF14,KIF16B,KIF17,KIF18A,KIF18B,KIF19,KIF1A,KIF1B,KIF1C,KIF20B,KIF26A,KIF26B,KIF3A,KIF3B,KIF5A,KIF5B,KIF5C,KIFC2
GO:0008597:calcium-dependent protein serine/threonine phosphatase regulator activity	3	RCAN1,RCAN2,RCAN3
GO:0008603:cAMP-dependent protein kinase regulator activity	7	CXCL10,PRKAG1,PRKAG2,PRKAR1A,PRKAR1B,PRKAR2A,PRKAR2B
GO:0008607:phosphorylase kinase regulator activity	3	ELP3,ELP4,PRKAG2
GO:0008649:rRNA methyltransferase activity	2	FBL,FBLL1
GO:0008650:rRNA (uridine-2'-O-)-methyltransferase activity	2	FTSJ3,MRM2
GO:0008656:cysteine-type endopeptidase activator activity involved in apoptotic process	17	APAF1,ATP2A3,BAD,BCL2L13,BEX3,CARD8,CASP1,CASP8AP2,CTSH,NKX3-1,NLRP1,NLRP12,NOD1,PYCARD,RACK1,RPS27L,ST20
GO:0008670:2,4-dienoyl-CoA reductase (NADPH) activity	3	DECR1,DECR2,PECR
GO:0008732:L-allo-threonine aldolase activity	2	SHMT1,SHMT2
GO:0008745:N-acetylmuramoyl-L-alanine amidase activity	4	PGLYRP1,PGLYRP2,PGLYRP3,PGLYRP4
GO:0008746:NAD(P)+ transhydrogenase activity	2	DHDH,NNT
GO:0008757:S-adenosylmethionine-dependent methyltransferase activity	12	ARMT1,ASMT,CARNMT1,COMTD1,GAMT,LCMT1,MEPCE,N6AMT1,PRMT7,PRMT8,RRP8,SUV39H1
GO:0008768:UDP-sugar diphosphatase activity	2	NUDT14,NUDT22
GO:0008781:N-acylneuraminate cytidylyltransferase activity	2	CMAS,NANS
GO:0008798:beta-aspartyl-peptidase activity	2	ASRGL1,BACE1
GO:0008821:crossover junction endodeoxyribonuclease activity	6	GEN1,RAD51C,SLX1A,SLX4,TEFM,XRCC3
GO:0008823:cupric reductase activity	3	STEAP2,STEAP3,STEAP4
GO:0008853:exodeoxyribonuclease III activity	4	RAD1,RAD9A,TREX1,TREX2
GO:0008865:fructokinase activity	5	GCK,HK1,HK2,HK3,HKDC1
GO:0008889:glycerophosphodiester phosphodiesterase activity	2	ENPP6,GDE1
GO:0008900:potassium:proton exchanging ATPase activity	3	ATP12A,ATP4A,ATP4B
GO:0008934:inositol monophosphate 1-phosphatase activity	3	IMPA1,IMPA2,INPP5F
GO:0008940:nitrate reductase activity	3	GPHN,MTARC1,MTARC2
GO:0008948:oxaloacetate decarboxylase activity	4	FAHD1,ME1,ME2,ME3
GO:0008967:phosphoglycolate phosphatase activity	2	APTX,PGP
GO:0008970:phospholipase A1 activity	12	ABHD3,LIPC,LIPG,LPL,PLA1A,PLA2G15,PLA2G4C,PLAAT1,PLAAT2,PLAAT3,PLAAT4,PLAAT5
GO:0008988:rRNA (adenine-N6-)-methyltransferase activity	2	METTL5,ZCCHC4
GO:0009007:site-specific DNA-methyltransferase (adenine-specific) activity	2	METTL4,N6AMT1
GO:0009008:DNA-methyltransferase activity	4	DNMT1,DNMT3A,DNMT3B,MGMT
GO:0009019:tRNA (guanine-N1-)-methyltransferase activity	4	TRMT10A,TRMT10B,TRMT10C,TRMT5
GO:0009041:uridylate kinase activity	2	CMPK2,DTYMK
GO:0009055:electron transfer activity	75	ADH5,AKR1A1,AKR1B1,AKR1C4,AKR7A2,AKR7A3,ALDH2,ALDH4A1,AOC2,AOX1,ASPH,CIAPIN1,COX11,COX5A,CYB5A,CYB5B,CYBA,CYBB,CYP19A1,CYP1A2,DEGS1,DHDH,DHRS3,DMGDH,ETFA,ETFB,ETFDH,FDX1,FDX2,GLDC,GLRX,GLRX2,GLRX3,GLRX5,GPX2,GRXCR1,GSR,HAAO,HSD17B6,IDH3B,IDO1,LOXL2,MAOB,ME1,ME2,MT-CO3,NCF1,NCF2,NDUFA12,NDUFAF2,NDUFS1,NDUFS2,NDUFS3,NDUFS6,NDUFV2,NOX4,NQO2,P4HA2,PHGDH,POR,PTGES2,QDPR,RDH16,SDHA,SDHB,SDHC,SDHD,SH3BGRL3,SRD5A1,STEAP4,TSTA3,TXNRD1,TXNRD3,UQCR11,XDH
GO:0009374:biotin binding	5	ACACB,HLCS,MCCC1,PC,PCCA
GO:0009378:four-way junction helicase activity	6	BLM,FANCM,RECQL,RECQL4,RECQL5,WRN
GO:0009383:rRNA (cytosine-C5-)-methyltransferase activity	3	NOP2,NSUN4,NSUN5
GO:0009881:photoreceptor activity	3	OPN1LW,OPN1MW,OPN3
GO:0009882:blue light photoreceptor activity	2	CRY1,CRY2
GO:0009922:fatty acid elongase activity	7	ELOVL1,ELOVL2,ELOVL3,ELOVL4,ELOVL5,ELOVL6,ELOVL7
GO:0009931:calcium-dependent protein serine/threonine kinase activity	7	CAMK2A,CAMK4,MAPKAPK2,MAPKAPK3,MAPKAPK5,MKNK1,MKNK2
GO:0009982:pseudouridine synthase activity	13	DKC1,PUS1,PUS10,PUS3,PUS7,PUS7L,PUSL1,RPUSD1,RPUSD2,RPUSD3,RPUSD4,TRUB1,TRUB2
GO:0010181:FMN binding	15	DHODH,DUS2,HAO1,HAO2,IYD,MTRR,NDOR1,NDUFV1,NOS1,NOS2,NOS3,PNPO,POR,TYW1,TYW1B
GO:0010314:phosphatidylinositol-5-phosphate binding	18	JPH2,LANCL2,OBSCN,PHLDA3,PLA2G4A,PLA2G4E,PLCZ1,PLEKHA5,PLEKHF1,RUBCNL,SAP30L,SESTD1,SH3PXD2A,SH3PXD2B,SNX24,SNX3,SNX5,WASHC2C
GO:0010385:double-stranded methylated DNA binding	6	EGR1,MACROH2A1,MBD1,MECP2,WT1,ZNF445
GO:0010436:carotenoid dioxygenase activity	2	BCO1,BCO2
GO:0010465:nerve growth factor receptor activity	2	NTRK1,SORT1
GO:0010484:H3 histone acetyltransferase activity	3	BRCA2,KAT2A,MCM3AP
GO:0010485:H4 histone acetyltransferase activity	7	BRCA2,HAT1,KAT5,NAA40,NAA50,NAA60,USP22
GO:0010521:telomerase inhibitor activity	5	ERCC4,PIF1,PINX1,POT1,TEN1
GO:0010698:acetyltransferase activator activity	3	BCAS3,NUPR1,PDCD5
GO:0010855:adenylate cyclase inhibitor activity	2	ADGRV1,GRM7
GO:0010856:adenylate cyclase activator activity	5	CALM1,CALM2,CALM3,GNAS,RAF1
GO:0010997:anaphase-promoting complex binding	8	CDC20,CDC20B,CLSPN,FBXO5,FZR1,PLK1,PTEN,UBE2S
GO:0015016:[heparan sulfate]-glucosamine N-sulfotransferase activity	4	NDST1,NDST2,NDST3,NDST4
GO:0015018:galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase activity	3	B3GAT1,B3GAT2,B3GAT3
GO:0015020:glucuronosyltransferase activity	28	B3GAT3,B4GAT1,CSGALNACT1,EXT1,EXT2,EXTL1,LARGE1,LARGE2,UGT1A1,UGT1A10,UGT1A3,UGT1A4,UGT1A5,UGT1A6,UGT1A7,UGT1A8,UGT1A9,UGT2A1,UGT2A3,UGT2B10,UGT2B11,UGT2B15,UGT2B17,UGT2B28,UGT2B4,UGT2B7,UGT3A1,UGT3A2
GO:0015026:coreceptor activity	41	ACKR3,ACVR2A,CCR5,CCR8,CD28,CD4,CD80,CD86,CD8A,CD8B,CD8B2,CSPG4,CXCR4,CXCR6,ENG,FCRL1,GPR15,HJV,IGSF1,ITGA4,ITGAV,ITGB1,ITGB3,LILRA4,LRP1,LRP5,LRP5L,LRP6,LY96,NECTIN1,NECTIN2,NGFR,NRP1,RAMP1,RAMP2,RAMP3,RGMA,RGMB,TGFBR3,TMIGD2,ZP2
GO:0015035:protein disulfide oxidoreductase activity	22	CCS,CHCHD4,DNAJC10,ENOX2,ERO1A,ERO1B,GFER,GLRX2,GLRX3,GLRX5,GRXCR1,GSTK1,PTGES2,SCO2,SH3BGRL3,STAB1,STAB2,TXN,TXN2,TXNDC8,TXNRD1,TXNRD3
GO:0015036:disulfide oxidoreductase activity	5	DNAJC10,PDIA2,PDIA3,TMX1,TXNL1
GO:0015037:peptide disulfide oxidoreductase activity	8	P4HB,PDIA2,PDIA3,PDIA4,PDIA5,PDIA6,TXN,TXNDC12
GO:0015038:glutathione disulfide oxidoreductase activity	2	GLRX,GLRX2
GO:0015056:corticotrophin-releasing factor receptor activity	2	CRHR1,CRHR2
GO:0015057:thrombin-activated receptor activity	5	F2R,F2RL1,F2RL2,F2RL3,GP1BA
GO:0015075:ion transmembrane transporter activity	8	ATP11B,CACNG5,GJA1,LASP1,PLP2,S100A6,SFXN4,TRPV2
GO:0015078:proton transmembrane transporter activity	6	ATP5MGL,ATP6V1B1,ATP6V1B2,ATP6V1F,DMAC2L,SLC46A1
GO:0015079:potassium ion transmembrane transporter activity	3	AQP1,KCNA1,SLC12A2
GO:0015081:sodium ion transmembrane transporter activity	8	ASIC4,CNNM4,SLC12A1,SLC12A2,SLC12A3,SLC23A1,SLC4A8,SLC8A2
GO:0015085:calcium ion transmembrane transporter activity	8	ATP2A3,ATP2B1,ATP2B3,ATP2B4,ITPR1,ITPR2,SLC8A2,TMEM165
GO:0015086:cadmium ion transmembrane transporter activity	4	SLC11A1,SLC11A2,SLC39A14,SLC39A8
GO:0015087:cobalt ion transmembrane transporter activity	3	MMGT1,SLC11A2,SLC39A8
GO:0015093:ferrous iron transmembrane transporter activity	4	MMGT1,SLC11A2,SLC39A14,SLC40A1
GO:0015095:magnesium ion transmembrane transporter activity	16	CLDN16,CNNM2,CNNM4,MAGT1,MMGT1,MRS2,NIPA1,NIPA2,NIPAL1,NIPAL2,NIPAL3,NIPAL4,SLC41A1,TUSC3,ZDHHC13,ZDHHC17
GO:0015101:organic cation transmembrane transporter activity	5	SLC22A1,SLC22A16,SLC22A2,SLC22A3,SLC7A8
GO:0015106:bicarbonate transmembrane transporter activity	16	CFTR,SLC26A1,SLC26A10,SLC26A2,SLC26A3,SLC26A4,SLC26A5,SLC26A6,SLC26A7,SLC26A8,SLC26A9,SLC39A8,SLC4A1,SLC4A11,SLC4A3,SLC4A8
GO:0015108:chloride transmembrane transporter activity	17	CFTR,CLCN6,CLCN7,SLC12A5,SLC1A1,SLC26A1,SLC26A10,SLC26A2,SLC26A3,SLC26A4,SLC26A5,SLC26A6,SLC26A7,SLC26A8,SLC26A9,SLC4A1,SLC4A8
GO:0015111:iodide transmembrane transporter activity	3	ANO1,SLC26A4,SLC5A5
GO:0015114:phosphate ion transmembrane transporter activity	3	ANKH,SLC17A1,XPR1
GO:0015116:sulfate transmembrane transporter activity	13	B4DLN1,SLC25A10,SLC26A1,SLC26A10,SLC26A11,SLC26A2,SLC26A3,SLC26A4,SLC26A5,SLC26A6,SLC26A7,SLC26A8,SLC26A9
GO:0015117:thiosulfate transmembrane transporter activity	2	B4DLN1,SLC25A10
GO:0015125:bile acid transmembrane transporter activity	13	A0A0A6YYJ9,AKR1C4,CEACAM1,K7EP34,SLC10A7,SLC51A,SLC51B,SLCO1A2,SLCO1B1,SLCO1B3,SLCO1B7,SLCO1C1,SLCO2B1
GO:0015129:lactate transmembrane transporter activity	6	SLC16A1,SLC16A3,SLC16A7,SLC16A8,SLC5A12,SLC5A8
GO:0015131:oxaloacetate transmembrane transporter activity	2	B4DLN1,SLC25A10
GO:0015137:citrate transmembrane transporter activity	6	SFXN5,SLC13A1,SLC13A3,SLC13A4,SLC13A5,SLC25A1
GO:0015139:alpha-ketoglutarate transmembrane transporter activity	2	SLC13A3,SLC25A21
GO:0015140:malate transmembrane transporter activity	2	B4DLN1,SLC25A10
GO:0015141:succinate transmembrane transporter activity	6	B4DLN1,SLC13A1,SLC13A3,SLC13A4,SLC13A5,SLC25A10
GO:0015143:urate transmembrane transporter activity	4	ABCG2,SLC17A3,SLC22A12,SLC2A9
GO:0015146:pentose transmembrane transporter activity	2	SLC5A1,SLC5A3
GO:0015150:fucose transmembrane transporter activity	2	SLC5A1,SLC5A3
GO:0015151:alpha-glucoside transmembrane transporter activity	2	SLC5A1,SLC5A2
GO:0015165:pyrimidine nucleotide-sugar transmembrane transporter activity	5	SLC35A4,SLC35A5,SLC35D1,SLC35D2,SLC35E4
GO:0015166:polyol transmembrane transporter activity	3	AQP9,SLC5A11,SLC5A3
GO:0015168:glycerol transmembrane transporter activity	3	AQP1,AQP2,K7N7A8
GO:0015171:amino acid transmembrane transporter activity	38	PDPN,SLC16A10,SLC1A4,SLC1A5,SLC32A1,SLC36A1,SLC36A2,SLC36A3,SLC36A4,SLC38A1,SLC38A10,SLC38A11,SLC38A2,SLC38A3,SLC38A4,SLC38A5,SLC38A6,SLC38A7,SLC38A8,SLC38A9,SLC3A1,SLC43A1,SLC43A2,SLC6A12,SLC6A14,SLC6A15,SLC6A18,SLC6A19,SLC6A20,SLC6A6,SLC7A1,SLC7A14,SLC7A2,SLC7A3,SLC7A4,SLC7A5,SLC7A6,SLC7A8
GO:0015174:basic amino acid transmembrane transporter activity	7	SLC25A29,SLC3A1,SLC66A1,SLC66A1L,SLC7A2,SLC7A4,SLC7A7
GO:0015175:neutral amino acid transmembrane transporter activity	9	SLC1A5,SLC38A1,SLC3A2,SLC43A1,SLC43A2,SLC6A19,SLC7A10,SLC7A8,SLC7A9
GO:0015179:L-amino acid transmembrane transporter activity	14	SLC38A1,SLC38A7,SLC43A1,SLC43A2,SLC7A10,SLC7A11,SLC7A13,SLC7A5,SLC7A5P1,SLC7A5P2,SLC7A6,SLC7A7,SLC7A8,SLC7A9
GO:0015180:L-alanine transmembrane transporter activity	7	SLC1A4,SLC36A1,SLC36A2,SLC36A3,SLC36A4,SLC38A3,SLC38A7
GO:0015181:arginine transmembrane transporter activity	5	SLC66A1,SLC66A1L,SLC7A1,SLC7A2,SLC7A3
GO:0015182:L-asparagine transmembrane transporter activity	3	SLC38A3,SLC38A5,SLC38A7
GO:0015183:L-aspartate transmembrane transporter activity	9	SLC1A1,SLC1A4,SLC1A5,SLC1A6,SLC25A12,SLC25A13,SLC25A18,SLC25A22,SLC38A7
GO:0015184:L-cystine transmembrane transporter activity	4	CTNS,SLC1A4,SLC3A1,SLC7A9
GO:0015185:gamma-aminobutyric acid transmembrane transporter activity	3	SLC6A1,SLC6A6,SLC9A3R1
GO:0015186:L-glutamine transmembrane transporter activity	8	SLC1A4,SLC1A5,SLC38A1,SLC38A2,SLC38A3,SLC38A5,SLC38A6,SLC38A7
GO:0015187:glycine transmembrane transporter activity	6	SLC25A38,SLC32A1,SLC36A1,SLC36A2,SLC36A3,SLC38A5
GO:0015189:L-lysine transmembrane transporter activity	5	SLC66A1,SLC66A1L,SLC7A1,SLC7A2,SLC7A3
GO:0015190:L-leucine transmembrane transporter activity	3	SLC38A7,SLC38A9,SLC7A5
GO:0015193:L-proline transmembrane transporter activity	7	SLC1A4,SLC36A1,SLC36A2,SLC36A3,SLC36A4,SLC6A20,SLC6A7
GO:0015194:L-serine transmembrane transporter activity	7	SFXN1,SLC1A4,SLC1A5,SLC38A2,SLC38A5,SLC38A7,SLC7A10
GO:0015196:L-tryptophan transmembrane transporter activity	2	SLC36A4,SLC7A5
GO:0015204:urea transmembrane transporter activity	7	AQP10,AQP3,AQP7,AQP7P3,AQP9,LOC100509620,SLC14A2
GO:0015205:nucleobase transmembrane transporter activity	2	SLC23A1,SLC23A2
GO:0015207:adenine transmembrane transporter activity	2	SLC25A4,SLC25A5
GO:0015211:purine nucleoside transmembrane transporter activity	3	SLC28A2,SLC29A1,SLC29A2
GO:0015213:uridine transmembrane transporter activity	3	SLC28A1,SLC29A1,SLC29A2
GO:0015217:ADP transmembrane transporter activity	2	SLC25A17,SLC25A42
GO:0015218:pyrimidine nucleotide transmembrane transporter activity	2	SLC25A33,SLC25A36
GO:0015220:choline transmembrane transporter activity	4	SLC44A1,SLC44A2,SLC44A4,SLC5A7
GO:0015225:biotin transmembrane transporter activity	3	ABCG2,SLC27A1,SLC5A6
GO:0015226:carnitine transmembrane transporter activity	3	SLC22A16,SLC22A4,SLC22A5
GO:0015227:acyl carnitine transmembrane transporter activity	5	SLC25A20,SLC25A29,SLC25A45,SLC25A47,SLC25A48
GO:0015228:coenzyme A transmembrane transporter activity	2	SLC25A17,SLC25A42
GO:0015229:L-ascorbic acid transmembrane transporter activity	2	SLC23A1,SLC23A2
GO:0015230:FAD transmembrane transporter activity	2	SLC25A17,SLC25A32
GO:0015232:heme transporter activity	7	ABCB7,FLVCR1,FLVCR2,HPX,PGRMC2,SLC46A1,SLC48A1
GO:0015234:thiamine transmembrane transporter activity	3	SLC19A2,SLC19A3,SLC25A19
GO:0015245:fatty acid transmembrane transporter activity	4	MFSD2A,SLC27A1,SLC27A2,SLC27A5
GO:0015247:aminophospholipid flippase activity	4	ATP8A2,ATP8B1,TMEM30A,TMEM30B
GO:0015248:sterol transporter activity	14	ARV1,NPC1,OSBP,OSBP2,OSBPL10,OSBPL11,OSBPL1A,OSBPL2,OSBPL3,OSBPL5,OSBPL6,OSBPL7,OSBPL8,OSBPL9
GO:0015250:water channel activity	14	AQP1,AQP10,AQP11,AQP2,AQP3,AQP4,AQP5,AQP6,AQP7,AQP8,AQP9,K7N7A8,MIP,PDPN
GO:0015252:proton channel activity	6	ASIC5,NOX5,OTOP1,OTOP2,OTOP3,SLC4A11
GO:0015254:glycerol channel activity	5	AQP10,AQP11,AQP3,AQP7,AQP9
GO:0015265:urea channel activity	2	AQP9,SLC14A1
GO:0015267:channel activity	15	AQP11,AQP12A,AQP12B,AQP7P3,BAX,BCL2,CHRNB1,CHRNB3,CHRNG,LOC100509620,MPV17,P2RX6,STEAP1,TMEM266,TRPA1
GO:0015269:calcium-activated potassium channel activity	12	CCT8L2,KCNK18,KCNMA1,KCNMB1,KCNMB2,KCNMB3,KCNMB4,KCNN1,KCNN2,KCNN4,KCNU1,PKD2L1
GO:0015271:outward rectifier potassium channel activity	9	KCNA2,KCNA3,KCNA5,KCNK18,KCNK2,KCNQ1,KCNT1,KCNT2,PKD2
GO:0015272:ATP-activated inward rectifier potassium channel activity	6	ABCC8,ABCC9,KCNJ1,KCNJ10,KCNJ11,KCNJ8
GO:0015275:stretch-activated, cation-selective, calcium channel activity	3	FAM155A,FAM155B,TRPV4
GO:0015276:ligand-gated ion channel activity	31	ANXA6,CHRNA3,CHRNA4,CHRNA5,CHRNB1,CHRNB2,CHRNB4,CLCA2,CNGA3,CNGB1,GABRB1,GRIA1,GRIA2,GRIA3,GRIA4,GRID1,GRID2,GRIK1,GRIK2,GRIK3,GRIK4,GRIK5,GRIN1,GRIN2A,GRIN2B,GRIN2C,GRIN2D,GRIN3A,GRIN3B,P2RX2,ZACN
GO:0015277:kainate selective glutamate receptor activity	5	GRIK1,GRIK2,GRIK3,GRIK4,GRIK5
GO:0015278:calcium-release channel activity	9	ITPR1,ITPR3,RASA3,RYR1,RYR2,RYR3,TRPA1,TRPM2,TRPV1
GO:0015279:store-operated calcium channel activity	10	ORAI1,ORAI2,ORAI3,STIM2,TRPC1,TRPC3,TRPC4,TRPC5,TRPC6,TRPC7
GO:0015280:ligand-gated sodium channel activity	10	ASIC1,ASIC2,ASIC3,ASIC5,SCNN1A,SCNN1B,SCNN1D,SCNN1G,SHROOM2,TPCN1
GO:0015288:porin activity	5	TOMM40,TOMM40L,VDAC1,VDAC2,VDAC3
GO:0015293:symporter activity	46	MFSD12,MFSD2A,MFSD2B,MFSD4B,SLC10A7,SLC16A1,SLC16A11,SLC16A12,SLC16A13,SLC16A14,SLC16A2,SLC16A3,SLC16A4,SLC16A5,SLC16A6,SLC16A7,SLC16A8,SLC16A9,SLC17A6,SLC17A8,SLC1A4,SLC1A5,SLC1A7,SLC22A18,SLC22A4,SLC22A5,SLC24A1,SLC24A2,SLC24A3,SLC24A4,SLC24A5,SLC25A18,SLC25A22,SLC28A1,SLC28A2,SLC28A3,SLC36A4,SLC38A3,SLC38A4,SLC46A2,SLC4A11,SLC4A4,SLC5A12,SLC5A5,SLC5A6,SLC5A8
GO:0015295:solute:proton symporter activity	3	MFSD3,SLC11A2,SLC33A1
GO:0015296:anion:cation symporter activity	2	SLC39A14,SLC39A8
GO:0015297:antiporter activity	23	B4DLN1,CLCN3,CLCN4,CLCN6,CLCN7,SLC25A10,SLC25A16,SLC35A1,SLC35C1,SLC35C2,SLC35D1,SLC35D2,SLC35D3,SLC35E1,SLC35E2A,SLC35E2B,SLC35E3,SLC35E4,SLC38A3,SLC47A1,SLC47A2,SLC7A6,TMEM241
GO:0015299:solute:proton antiporter activity	7	CLCN3,CLCN4,CLCN5,SLC9A1,SLC9B1,SLC9B1P1,TMCO3
