GeneA	GeneB	EdgeWeight
HDAC3	SF3B1	0.156
HDAC3	SIAH2	0.398
HDAC3	SIRT6	0.727
HDAC3	SKI	0.395
HDAC3	SMAD7	0.441
HDAC3	SMARCA4	0.728
HDAC3	SMARCD1	0.504
HDAC3	SNAI1	0.938
HDAC3	SOX2	0.306
HDAC3	SP1	0.487
HDAC3	SPI1	0.513
HDAC3	SRC	0.532
HDAC3	SREBF2	0.416
HDAC3	SRF	0.643
HDAC3	STAT1	0.469
HDAC3	STAT3	0.951
HDAC3	SUV39H1	0.648
HDAC3	SUZ12	0.946
HDAC3	SYK	0.354
HDAC3	TAB2	0.422
HDAC3	TBL1X	0.99
HDAC3	TBL1XR1	0.99
HDAC3	TBX3	0.334
HDAC3	TCP1	0.953
HDAC3	THAP7	0.533
HDAC3	THRA	0.766
HDAC3	THRB	0.627
HDAC3	TMPO	0.482
HDAC3	TOP2B	0.447
HDAC3	TRAF6	0.22
HDAC3	TRIM28	0.422
HDAC3	TRMT1	0.178
HDAC3	TUBA1A	0.426
HDAC3	TWIST1	0.361
HDAC3	TXNIP	0.379
HDAC3	USP44	0.481
HDAC3	VHL	0.384
HDAC3	VPRBP	0.346
HDAC3	WDR5	0.958
HDAC3	WISP2	0.379
HDAC3	XPO1	0.591
HDAC3	YWHAQ	0.507
HDAC3	YY1	0.957
HDAC3	ZBTB16	0.452
HDAC3	ZBTB33	0.448
HDAC3	ZBTB7A	0.409
HDAC3	ZBTB7B	0.528
HDAC3	ZFP36	0.34
HDAC3	ZMYM3	0.228
HDAC3	ZNF148	0.502
HDAC3	ZNF521	0.927
HDAC3	ZSCAN5A	0.244
HDAC4	HDAC5	0.931
HDAC4	HDAC7	0.934
HDAC4	HDAC9	0.937
HDAC4	HIC1	0.545
HDAC4	HIF1A	0.497
HDAC4	HMGB1	0.223
HDAC4	HNF4A	0.426
HDAC4	HRAS	0.285
HDAC4	HSP90AA1	0.582
HDAC4	HSP90AB1	0.346
HDAC4	HSP90B1	0.232
HDAC4	HSPA5	0.179
HDAC4	HSPA8	0.166
HDAC4	HUWE1	0.215
HDAC4	IFRD1	0.438
HDAC4	IKZF1	0.399
HDAC4	IKZF2	0.441
HDAC4	IKZF3	0.361
HDAC4	IKZF4	0.345
HDAC4	JDP2	0.501
HDAC4	KDM5B	0.57
HDAC4	KIAA1804	0.163
HDAC4	KIF1C	0.203
HDAC4	KIF5B	0.341
HDAC4	LCOR	0.167
HDAC4	LRFN1	0.155
HDAC4	MAP1S	0.483
HDAC4	MAPK1	0.572
HDAC4	MAPK3	0.597
HDAC4	MARK3	0.354
HDAC4	MECOM	0.412
HDAC4	MEF2A	0.85
HDAC4	MEF2B	0.641
HDAC4	MEF2C	0.979
HDAC4	MEF2D	0.975
HDAC4	MELK	0.277
HDAC4	MORC2	0.445
HDAC4	NACC1	0.731
HDAC4	NARS	0.176
HDAC4	NCOR1	0.981
HDAC4	NCOR2	0.978
HDAC4	NF1	0.185
HDAC4	NFATC1	0.483
HDAC4	NFKB1	0.492
HDAC4	NFKBIA	0.543
HDAC4	NFKBID	0.216
HDAC4	NFKBIE	0.446
HDAC4	NPPB	0.372
HDAC4	NR1H2	0.937
HDAC4	NR1H3	0.381
HDAC4	NR2C1	0.435
HDAC4	NR2C2	0.382
HDAC4	NUP155	0.951
HDAC4	NUP214	0.931
HDAC4	PARK2	0.668
HDAC4	PARP1	0.222
HDAC4	PDLIM5	0.154
HDAC4	PGK1	0.21
HDAC4	PPARD	0.374
HDAC4	PPARG	0.494
HDAC4	PPP2CA	0.466
HDAC4	PPP2R1A	0.49
HDAC4	PPP2R4	0.515
HDAC4	RALGPS2	0.153
HDAC4	RANBP2	0.966
HDAC4	RARA	0.498
HDAC4	RBBP4	0.916
HDAC4	REST	0.569
HDAC4	REV3L	0.418
HDAC4	RFX5	0.435
HDAC4	RFXANK	0.997
HDAC4	RFXAP	0.533
HDAC4	RPS27A	0.202
HDAC4	RUNX2	0.792
HDAC4	RUNX3	0.955
HDAC4	RUVBL2	0.441
HDAC4	RXRA	0.409
HDAC4	SAE1	0.171
HDAC4	SENP1	0.537
HDAC4	SF1	0.343
HDAC4	SFN	0.545
HDAC4	SH3PXD2A	0.239
HDAC4	SIN3A	0.93
HDAC4	SIRT1	0.988
HDAC4	SMAD2	0.422
HDAC4	SMAD3	0.68
HDAC4	SP1	0.581
HDAC4	SRF	0.979
HDAC4	SRRM1	0.151
HDAC4	SS18L1	0.154
HDAC4	STAT1	0.579
HDAC4	STIP1	0.193
HDAC4	STUB1	0.241
HDAC4	SUMO1	0.958
HDAC4	SUMO2	0.954
HDAC4	SUMO3	0.91
HDAC4	SUV39H1	0.721
HDAC4	SYK	0.356
HDAC4	TARDBP	0.32
HDAC4	TBL1X	0.94
HDAC4	TBL1XR1	0.938
HDAC4	TP53BP1	0.582
HDAC4	TPR	0.917
HDAC4	TRIB3	0.239
HDAC4	TRIM27	0.193
HDAC4	TRIM28	0.201
HDAC4	TUBA4A	0.153
HDAC4	UBC	0.281
HDAC4	UBE2I	0.958
HDAC4	USP21	0.153
HDAC4	YWHAB	0.959
HDAC4	YWHAE	0.958
HDAC4	YWHAG	0.976
HDAC4	YWHAH	0.561
HDAC4	YWHAQ	0.692
HDAC4	YWHAZ	0.619
HDAC4	YY1	0.683
HDAC4	ZBTB16	0.566
HDAC4	ZBTB21	0.204
HDAC4	ZBTB7B	0.433
HDAC4	ZEB2	0.41
HDAC4	ZNF354A	0.441
HDAC5	HDAC7	0.936
HDAC5	HIF1A	0.459
HDAC5	HIST1H1C	0.18
HDAC5	HIST1H2BK	0.697
HDAC5	HIST1H3A	0.5
HDAC5	HIST2H2AC	0.94
HDAC5	HIST3H3	0.306
HDAC5	HIST4H4	0.605
HDAC5	HR	0.338
HDAC5	HSP90AA1	0.479
HDAC5	HSP90AB1	0.401
HDAC5	HSP90B1	0.297
HDAC5	HSPA1A	0.197
HDAC5	HSPA4	0.322
HDAC5	HSPA5	0.213
HDAC5	HSPA9	0.155
HDAC5	HSPD1	0.18
HDAC5	IGF2BP1	0.152
HDAC5	IKZF1	0.392
HDAC5	IKZF2	0.345
HDAC5	IKZF3	0.367
HDAC5	IKZF4	0.345
HDAC5	JDP2	0.477
HDAC5	KDM1A	0.957
HDAC5	KDM5B	0.458
HDAC5	KLF4	0.556
HDAC5	KSR1	0.188
HDAC5	LDHA	0.16
HDAC5	LMO2	0.151
HDAC5	LTBR	0.248
HDAC5	MAFF	0.158
HDAC5	MARK3	0.439
HDAC5	MARS	0.196
HDAC5	MCM2	0.161
HDAC5	MCM3	0.19
HDAC5	MCM4	0.185
HDAC5	MCM5	0.198
HDAC5	MCM6	0.165
HDAC5	MCM7	0.206
HDAC5	MEF2A	0.978
HDAC5	MEF2C	0.976
HDAC5	MEF2D	0.979
HDAC5	MTA2	0.937
HDAC5	MYC	0.248
HDAC5	MYCN	0.434
HDAC5	MYEF2	0.506
HDAC5	MYH9	0.162
HDAC5	NCOR1	0.977
HDAC5	NCOR2	0.976
HDAC5	NFATC1	0.416
HDAC5	NFKB1	0.499
HDAC5	NFKBIA	0.45
HDAC5	NFKBIE	0.468
HDAC5	NME1	0.164
HDAC5	NPEPPS	0.152
HDAC5	NPM1	0.245
HDAC5	NR2E1	0.958
HDAC5	NRIP1	0.579
HDAC5	NUMA1	0.172
HDAC5	NUP214	0.33
HDAC5	NUP93	0.197
HDAC5	OGT	0.28
HDAC5	P4HB	0.186
HDAC5	PA2G4	0.158
HDAC5	PARP1	0.24
HDAC5	PCBP2	0.16
HDAC5	PDIA6	0.166
HDAC5	PGK1	0.203
HDAC5	PHB	0.158
HDAC5	PHB2	0.406
HDAC5	PHGDH	0.182
HDAC5	PKM	0.152
HDAC5	PKN1	0.437
HDAC5	PKN2	0.435
HDAC5	PPIA	0.235
HDAC5	PPP1CA	0.17
HDAC5	PPP2CA	0.378
HDAC5	PPP2CB	0.183
HDAC5	PPP2R1A	0.348
HDAC5	PRDX3	0.151
HDAC5	PRDX4	0.151
HDAC5	PRKAA1	0.447
HDAC5	PRKAB1	0.435
HDAC5	PRKCD	0.457
HDAC5	PRKD1	0.796
HDAC5	PRKD2	0.271
HDAC5	PRKD3	0.182
HDAC5	PRKDC	0.259
HDAC5	PRMT1	0.222
HDAC5	PRMT5	0.374
HDAC5	PRPF19	0.183
HDAC5	PRPF8	0.172
HDAC5	PSMA5	0.151
HDAC5	PSMB5	0.152
HDAC5	PSMC5	0.213
HDAC5	PSMD1	0.153
HDAC5	PTBP1	0.213
HDAC5	QARS	0.154
HDAC5	RAD50	0.179
HDAC5	RARS	0.155
HDAC5	RBBP4	0.961
HDAC5	RBBP7	0.955
HDAC5	REST	0.949
HDAC5	RFXANK	0.985
HDAC5	RPL10A	0.335
HDAC5	RPL4	0.158
HDAC5	RPL7A	0.2
HDAC5	RPLP0	0.186
HDAC5	RPS3A	0.155
HDAC5	RUNX2	0.672
HDAC5	RUNX3	0.461
HDAC5	RUVBL1	0.263
HDAC5	RUVBL2	0.334
HDAC5	SF1	0.343
HDAC5	SF3B1	0.154
HDAC5	SF3B3	0.159
HDAC5	SFN	0.602
HDAC5	SHMT2	0.178
HDAC5	SIK1	0.764
HDAC5	SIK2	0.56
HDAC5	SIK3	0.563
HDAC5	SIN3A	0.966
HDAC5	SLC25A11	0.172
HDAC5	SLC25A6	0.16
HDAC5	SLC2A4RG	0.472
HDAC5	SMAD3	0.526
HDAC5	SMAD7	0.425
HDAC5	SMC1A	0.234
HDAC5	SMC3	0.29
HDAC5	SUV39H1	0.703
HDAC5	TAB2	0.319
HDAC5	TBL1X	0.955
HDAC5	TBL1XR1	0.928
HDAC5	TBX3	0.348
HDAC5	TCP1	0.197
HDAC5	TFEB	0.453
HDAC5	TNPO1	0.151
HDAC5	TOP1	0.263
HDAC5	TP53	0.945
HDAC5	TPI1	0.153
HDAC5	TRAP1	0.295
HDAC5	TRIM28	0.231
HDAC5	TUBA1A	0.221
HDAC5	TUBB	0.169
HDAC5	TUBB4B	0.169
HDAC5	UBE2I	0.42
HDAC5	UPF1	0.187
HDAC5	USP7	0.185
HDAC5	USP9X	0.167
HDAC5	VCP	0.221
HDAC5	WDR5	0.283
HDAC5	XPO1	0.366
HDAC5	XRCC5	0.158
HDAC5	XRCC6	0.199
HDAC5	YWHAB	0.954
HDAC5	YWHAE	0.958
HDAC5	YWHAG	0.865
HDAC5	YWHAH	0.941
HDAC5	YWHAQ	0.707
HDAC5	YWHAZ	0.441
HDAC5	YY1	0.605
HDAC5	ZBTB16	0.512
HDAC5	ZBTB21	0.218
HDAC5	ZBTB7B	0.399
HDAC6	HDAC9	0.928
HDAC6	HIF1A	0.479
HDAC6	HIST1H2BB	0.73
HDAC6	HIST1H2BL	0.671
HDAC6	HIST1H3A	0.5
HDAC6	HIST4H4	0.77
HDAC6	HNRNPA1	0.171
HDAC6	HNRNPK	0.203
HDAC6	HNRNPR	0.203
HDAC6	HNRNPU	0.203
HDAC6	HSF1	0.931
HDAC6	HSP90AA1	0.985
HDAC6	HSP90AB1	0.969
HDAC6	HSP90B1	0.475
HDAC6	HSPA1B	0.35
HDAC6	HSPA1L	0.285
HDAC6	HSPA2	0.25
HDAC6	HSPA4	0.644
HDAC6	HSPA5	0.635
HDAC6	HSPA6	0.227
HDAC6	HSPA8	0.524
HDAC6	HSPA9	0.282
HDAC6	HSPB1	0.622
HDAC6	HSPD1	0.29
HDAC6	IFRD2	0.275
HDAC6	IFT88	0.437
HDAC6	IPO7	0.182
HDAC6	ISG15	0.574
HDAC6	ITCH	0.211
HDAC6	JAK2	0.469
HDAC6	JDP2	0.515
HDAC6	KAT5	0.745
HDAC6	KCNAB3	0.267
HDAC6	KDM1A	0.633
HDAC6	KHDRBS1	0.379
HDAC6	KPNA1	0.393
HDAC6	KRT18	0.235
HDAC6	LAMP2	0.307
HDAC6	LCOR	0.382
HDAC6	LPIN3	0.201
HDAC6	LRRK2	0.415
HDAC6	MAP7D3	0.527
HDAC6	MAPK1	0.557
HDAC6	MAPK3	0.611
HDAC6	MAPRE1	0.53
HDAC6	MAPT	0.677
HDAC6	MCM7	0.238
HDAC6	MEF2B	0.55
HDAC6	MFN2	0.564
HDAC6	MIIP	0.643
HDAC6	MLH1	0.431
HDAC6	MMS19	0.169
HDAC6	MRE11A	0.362
HDAC6	MRPS36	0.511
HDAC6	MSH2	0.733
HDAC6	MSH3	0.494
HDAC6	MSH6	0.48
HDAC6	MYC	0.457
HDAC6	MYD88	0.424
HDAC6	MYH10	0.433
HDAC6	MYH9	0.348
HDAC6	MYL6	0.24
HDAC6	NASP	0.275
HDAC6	NAV2	0.191
HDAC6	NBN	0.365
HDAC6	NCL	0.232
HDAC6	NEK3	0.298
HDAC6	NLRP3	0.461
HDAC6	NONO	0.222
HDAC6	NPM1	0.244
HDAC6	NR0B2	0.316
HDAC6	NR1H4	0.23
HDAC6	NR3C1	0.961
HDAC6	NR4A1	0.476
HDAC6	NTRK1	0.169
HDAC6	OGDH	0.19
HDAC6	PARK2	0.665
HDAC6	PARK7	0.321
HDAC6	PAWR	0.203
HDAC6	PCMT1	0.219
HDAC6	PCNA	0.209
HDAC6	PCNT	0.245
HDAC6	PDHB	0.166
HDAC6	PELO	0.191
HDAC6	PFKL	0.243
HDAC6	PFKP	0.243
HDAC6	PGK1	0.261
HDAC6	PHGDH	0.261
HDAC6	PKM	0.244
HDAC6	PKN3	0.156
HDAC6	PLAA	0.675
HDAC6	PML	0.15
HDAC6	PPP1CA	0.339
HDAC6	PPP1CC	0.341
HDAC6	PPP2R4	0.472
HDAC6	PRKCA	0.476
HDAC6	PROM1	0.198
HDAC6	PSMC5	0.273
HDAC6	PSMD1	0.322
HDAC6	PTEN	0.455
HDAC6	PTOV1	0.384
HDAC6	PTPN11	0.356
HDAC6	PXN	0.473
HDAC6	RAD23B	0.488
HDAC6	RAD50	0.375
HDAC6	RANBP9	0.524
HDAC6	RELA	0.612
HDAC6	RELB	0.196
HDAC6	RNF31	0.373
HDAC6	RPL21	0.221
HDAC6	RPL3	0.229
HDAC6	RPL36A	0.398
HDAC6	RPLP2	0.239
HDAC6	RPS15	0.239
HDAC6	RPS15A	0.231
HDAC6	RPS17	0.22
HDAC6	RPS18	0.214
HDAC6	RPS3	0.247
HDAC6	RPS5	0.22
HDAC6	RPS6	0.446
HDAC6	RPS7	0.221
HDAC6	RPSA	0.234
HDAC6	RUNX2	0.676
HDAC6	SAV1	0.25
HDAC6	SEPT7	0.191
HDAC6	SETD8	0.42
HDAC6	SIRT2	0.881
HDAC6	SLMAP	0.286
HDAC6	SLX1A	0.233
HDAC6	SMAD7	0.45
HDAC6	SMARCC1	0.226
HDAC6	SOD1	0.607
HDAC6	SQSTM1	0.714
HDAC6	STAT3	0.609
HDAC6	STUB1	0.664
HDAC6	SYK	0.397
HDAC6	TARDBP	0.687
HDAC6	TBC1D16	0.189
HDAC6	TCP1	0.276
HDAC6	TIMM50	0.199
HDAC6	TPPP	0.627
HDAC6	TRIM21	0.274
HDAC6	TRIM27	0.382
HDAC6	TRIM50	0.547
HDAC6	TRRAP	0.387
HDAC6	TUBA1A	0.653
HDAC6	TUBA1B	0.944
HDAC6	TUBA1C	0.296
HDAC6	TUBA8	0.24
HDAC6	TUBB	0.445
HDAC6	TUBB2A	0.942
HDAC6	TUBB2B	0.338
HDAC6	TUBB4A	0.256
HDAC6	TUBB4B	0.249
HDAC6	TULP2	0.159
HDAC6	TWIST1	0.372
HDAC6	UBC	0.929
HDAC6	UBD	0.596
HDAC6	UBE2D1	0.353
HDAC6	UBE2D3	0.295
HDAC6	UBE2E1	0.297
HDAC6	UBE2H	0.305
HDAC6	UBL7	0.613
HDAC6	ULK1	0.381
HDAC6	USP47	0.246
HDAC6	USP7	0.263
HDAC6	USP9X	0.257
HDAC6	VCP	0.967
HDAC6	XPO1	0.536
HDAC6	XRCC5	0.307
HDAC6	XRCC6	0.637
HDAC6	YWHAZ	0.588
HDAC6	ZBTB16	0.472
HDAC6	ZNF205	0.175
HDAC6	ZNF518A	0.228
HDAC7	HIF1A	0.944
HDAC7	HINT1	0.485
HDAC7	IKZF1	0.452
HDAC7	IKZF3	0.419
HDAC7	IKZF4	0.444
HDAC7	INADL	0.213
HDAC7	KAT5	0.781
HDAC7	KDM5B	0.485
HDAC7	KLF16	0.356
HDAC7	KLF4	0.522
HDAC7	KRBA2	0.253
HDAC7	LRFN1	0.155
HDAC7	MARK2	0.445
HDAC7	MARK3	0.437
HDAC7	MEF2A	0.786
HDAC7	MEF2C	0.687
HDAC7	MIEN1	0.336
HDAC7	NCOR1	0.978
HDAC7	NCOR2	0.977
HDAC7	NR2E1	0.943
HDAC7	NRIP2	0.173
HDAC7	PHC2	0.901
HDAC7	PML	0.949
HDAC7	PPP1CB	0.392
HDAC7	PPP1R12A	0.506
HDAC7	PPP1R16A	0.199
HDAC7	PPP2CA	0.356
HDAC7	PRKD1	0.718
HDAC7	PRKD2	0.633
HDAC7	RAC1	0.201
HDAC7	RAC3	0.201
HDAC7	REL	0.27
HDAC7	RHOA	0.242
HDAC7	RIPPLY1	0.23
HDAC7	RRAS2	0.274
HDAC7	RUNX2	0.655
HDAC7	SFN	0.545
HDAC7	SH3PXD2A	0.239
HDAC7	TBL1X	0.931
HDAC7	TBL1XR1	0.93
HDAC7	TIAF1	0.211
HDAC7	TTF2	0.216
HDAC7	UBE2I	0.953
HDAC7	UGP2	0.21
HDAC7	WDR73	0.496
HDAC7	YWHAB	0.557
HDAC7	YWHAE	0.566
HDAC7	YWHAG	0.744
HDAC7	YWHAH	0.56
HDAC7	YWHAQ	0.604
HDAC7	YWHAZ	0.557
HDAC7	ZBTB16	0.55
HDAC7	ZBTB21	0.204
HDAC7	ZFP36	0.356
HDAC7	ZYG11B	0.152
HDAC8	HIST1H3A	0.527
HDAC8	HIST1H4A	0.807
HDAC8	HIST3H3	0.569
HDAC8	HIST4H4	0.83
HDAC8	HNRNPL	0.179
HDAC8	HSP90AA1	0.669
HDAC8	HSPA4	0.7
HDAC8	MDC1	0.384
HDAC8	NUP98	0.181
HDAC8	PPP1CC	0.486
HDAC8	PRKACA	0.936
HDAC8	RTN1	0.412
HDAC8	RUNX1T1	0.382
HDAC8	SMC1A	0.707
HDAC8	SMC3	0.809
HDAC8	SMG5	0.966
HDAC8	SMG6	0.548
HDAC8	STAG2	0.488
HDAC8	UBXN1	0.332
HDAC8	VPRBP	0.346
HDAC8	ZSCAN2	0.18
HDAC9	HEY2	0.32
HDAC9	HINT1	0.93
HDAC9	HIST2H3A	0.507
HDAC9	HIST4H4	0.745
HDAC9	JUN	0.714
HDAC9	MAML1	0.936
HDAC9	MAPK10	0.37
HDAC9	MAPK8	0.446
HDAC9	MAPK9	0.348
HDAC9	MEF2A	0.973
HDAC9	MEF2B	0.728
HDAC9	MEF2C	0.966
HDAC9	MORF4L2	0.448
HDAC9	MYCN	0.43
HDAC9	NCOR1	0.979
HDAC9	NUP214	0.929
HDAC9	PARP1	0.435
HDAC9	PKD1	0.392
HDAC9	RFXANK	0.844
HDAC9	SFN	0.6
HDAC9	SIN3A	0.974
HDAC9	SIN3B	0.837
HDAC9	SMARCA4	0.664
HDAC9	SMC3	0.315
HDAC9	SYK	0.366
HDAC9	TOP1	0.268
HDAC9	TP53	0.647
HDAC9	TPR	0.226
HDAC9	TRIM29	0.496
HDAC9	YWHAE	0.604
HDAC9	YWHAZ	0.444
HDDC2	IKBKG	0.204
HDDC2	OTUD6B	0.378
HDDC2	POMC	0.191
HDDC3	MAGEA4	0.155
HDDC3	MSTO1	0.544
HDDC3	WRAP73	0.277
HDGF	HIST1H3A	0.174
HDGF	HIST1H3B	0.2
HDGF	HIST1H3C	0.17
HDGF	HIST1H3D	0.17
HDGF	HIST1H3E	0.17
HDGF	HIST1H3F	0.174
HDGF	HIST1H3G	0.174
HDGF	HIST1H3H	0.175
HDGF	HIST1H3I	0.175
HDGF	HIST1H3J	0.175
HDGF	HIST1H4A	0.198
HDGF	HIST1H4B	0.198
HDGF	HIST1H4C	0.198
HDGF	HIST1H4D	0.198
HDGF	HIST1H4E	0.214
HDGF	HIST1H4F	0.198
HDGF	HIST1H4H	0.198
HDGF	HIST1H4I	0.198
HDGF	HIST1H4J	0.198
HDGF	HIST1H4K	0.198
HDGF	HIST1H4L	0.198
HDGF	HIST2H4A	0.198
HDGF	HIST2H4B	0.198
HDGF	HIST4H4	0.198
HDGF	HMGA2	0.157
HDGF	HNRNPA2B1	0.25
HDGF	HNRNPA3	0.264
HDGF	HNRNPU	0.179
HDGF	HSPA9	0.178
HDGF	JUN	0.179
HDGF	KAT2A	0.237
HDGF	KAT5	0.234
HDGF	KPNA2	0.224
HDGF	KRT10	0.203
HDGF	KRT2	0.387
HDGF	LRRC59	0.18
HDGF	LYAR	0.159
HDGF	MAPK14	0.163
HDGF	MCTS1	0.157
HDGF	MSH6	0.438
HDGF	MYBBP1A	0.188
HDGF	NCL	0.404
HDGF	NOP2	0.159
HDGF	NUDC	0.177
HDGF	OLA1	0.163
HDGF	PARP1	0.157
HDGF	PHF6	0.337
HDGF	POLDIP3	0.168
HDGF	PRKDC	0.174
HDGF	PRMT5	0.206
HDGF	PSIP1	0.228
HDGF	PSME3	0.409
HDGF	RAN	0.184
HDGF	RBBP4	0.2
HDGF	RBM39	0.164
HDGF	RBMX	0.159
HDGF	RCC1	0.236
HDGF	RCC2	0.214
HDGF	RPL19	0.162
HDGF	RPL35	0.156
HDGF	RPS11	0.172
HDGF	RUVBL1	0.187
HDGF	SLC25A5	0.385
HDGF	SMARCA5	0.179
HDGF	SMC3	0.173
HDGF	SNRPD1	0.16
HDGF	SNRPF	0.222
HDGF	SRPK1	0.196
HDGF	SRSF1	0.282
HDGF	SRSF3	0.193
HDGF	SRSF5	0.154
HDGF	SRSF7	0.177
HDGF	SSB	0.228
HDGF	SSRP1	0.224
HDGF	SUB1	0.19
HDGF	SUPT16H	0.214
HDGF	TMPO	0.179
HDGF	TOP1	0.225
HDGF	TSR1	0.263
HDGF	U2AF2	0.231
HDGF	UBR7	0.179
HDGF	WDR5	0.181
HDGF	XRCC5	0.193
HDGF	XRCC6	0.195
HDGFRP2	HIST2H3C	0.347
HDGFRP2	HOXB5	0.202
HDGFRP2	ID2	0.194
HDGFRP2	MBD5	0.314
HDGFRP2	POGZ	0.844
HDGFRP2	PTCRA	0.209
HDGFRP2	SNRNP27	0.181
HDGFRP2	TERF2	0.187
HDGFRP2	TIGD6	0.408
HDGFRP2	XRCC6	0.168
HDGFRP2	YEATS4	0.188
HDGFRP2	ZCCHC7	0.177
HDGFRP3	HIST1H3A	0.396
HDGFRP3	MTERF2	0.323
HDGFRP3	RNF13	0.177
HDGFRP3	SENP8	0.309
HDGFRP3	SLC30A6	0.211
HDGFRP3	ZNF280A	0.309
HDHD1	IDH3A	0.419
HDHD1	NANP	0.521
HDHD1	PGM3	0.945
HDHD1	QDPR	0.421
HDHD2	HDLBP	0.255
HDHD2	HIST1H1D	0.228
HDHD2	HRAS	0.163
HDHD2	LHPP	0.557
HDHD3	KLHL38	0.238
HDHD3	MTHFD2L	0.514
HDHD3	PARK7	0.156
HDHD3	PITRM1	0.447
HDHD3	PROP1	0.18
HDHD3	TRIP13	0.172
HDLBP	HSPA8	0.343
HDLBP	HSPB1	0.242
HDLBP	IKBKG	0.232
HDLBP	IL20RA	0.233
HDLBP	KCMF1	0.15
HDLBP	KIF11	0.241
HDLBP	MLH1	0.156
HDLBP	PLAUR	0.397
HDLBP	PRKDC	0.384
HDLBP	PSMD12	0.45
HDLBP	PTCRA	0.219
HDLBP	S100A10	0.388
HDLBP	S100A11	0.443
HDLBP	SAC3D1	0.403
HDLBP	SERPINB2	0.176
HDLBP	SMS	0.839
HDLBP	SNRNP27	0.161
HDLBP	STYX	0.156
HDLBP	SUV39H1	0.481
HDLBP	SYNCRIP	0.326
HDLBP	TOPBP1	0.386
HDLBP	TTC4	0.836
HDLBP	TTK	0.422
HDLBP	TYRO3	0.441
HDLBP	UBA6	0.87
HDLBP	UBE2A	0.421
HDLBP	UBE4B	0.251
HDLBP	UPF1	0.853
HDLBP	VCP	0.15
HDLBP	VPS25	0.812
HDLBP	VPS26A	0.768
HDLBP	VPS29	0.841
HDLBP	VPS35	0.822
HDLBP	VPS36	0.815
HDLBP	XPOT	0.459
HDLBP	XRCC5	0.404
HDLBP	YBX1	0.462
HDLBP	ZCCHC7	0.228
HDLBP	ZNF598	0.4
HDLBP	ZW10	0.401
HDX	MID2	0.183
HEATR1	MCM2	0.157
HEATR1	PSMA2	0.835
HEATR1	PSMA5	0.839
HEATR1	PSMB3	0.881
HEATR1	PSMB8	0.868
HEATR1	PSMD3	0.846
HEATR1	PSMD8	0.87
HEATR1	RPS6	0.984
HEATR1	SIRT7	0.181
HEATR1	SLC27A2	0.177
HEATR1	SMC6	0.272
HEATR1	SRSF3	0.563
HEATR1	STOM	0.171
HEATR1	TSPYL6	0.175
HEATR1	UTP15	0.999
HEATR1	VCP	0.167
HEATR1	XRN1	0.24
HEATR3	LMAN2	0.177
HEATR3	NCAPH	0.22
HEATR3	ST13	0.375
HEATR3	TMEM186	0.219
HEATR3	UNC93B1	0.229
HEATR5A	KIF6	0.547
HEATR5A	NUP62	0.386
HEATR5A	PPIA	0.379
HEATR5A	PPM1B	0.199
HEATR5A	SCOC	0.187
HEATR5B	PTPN3	0.161
HEATR5B	VAPA	0.167
HEATR6	RBM15	0.377
HEATR6	RPP30	0.371
HEATR6	SNX21	0.172
HEATR9	HEMK1	0.513
HEBP1	PCBP1	0.417
HEBP1	PGD	0.177
HEBP1	S100A6	0.382
HEBP1	SNX3	0.513
HEBP1	UBE2L3	0.822
HEBP2	LRPPRC	0.852
HEBP2	PDCD6	0.886
HECTD1	HIF1AN	0.158
HECTD1	IQGAP1	0.458
HECTD1	LARP4	0.266
HECTD1	NCAPD2	0.233
HECTD1	NCAPG	0.234
HECTD1	NCAPH	0.242
HECTD1	NCAPH2	0.223
HECTD1	POLDIP3	0.195
HECTD1	PPP2R5D	0.158
HECTD1	PRDX1	0.256
HECTD1	RASSF6	0.211
HECTD1	RIOK2	0.574
HECTD1	SETDB1	0.2
HECTD1	SMC2	0.248
HECTD1	SMC4	0.248
HECTD1	TP53	0.167
HECTD1	TTLL1	0.181
HECTD1	UBC	0.918
HECTD1	UBE2D2	0.925
HECTD1	UBE2D3	0.943
HECTD1	UBE2L3	0.265
HECTD1	USP15	0.361
HECTD1	YWHAQ	0.32
HECTD1	ZNF223	0.173
HECTD1	ZNF622	0.23
HECTD1	ZNF695	0.189
HECTD1	ZNHIT3	0.211
HECTD1	ZRANB1	0.454
HECTD2	PIAS1	0.557
HECTD2	RNF166	0.34
HECTD2	UBE2L3	0.745
HECTD3	HSP90AA1	0.188
HECTD3	MALT1	0.478
HECTD3	MAPK1	0.184
HECTD3	MAVS	0.229
HECTD3	MRM1	0.167
HECTD3	NCAPH	0.254
HECTD3	PARD6B	0.155
HECTD3	PPL	0.271
HECTD3	RPS4X	0.241
HECTD3	RSPO1	0.167
HECTD3	STX8	0.639
HECTD3	TP53	0.433
HECTD3	TRIOBP	0.632
HECTD3	TRMT10C	0.219
HECTD3	TTC25	0.197
HECTD3	UBE2D2	0.938
HECTD3	UBXN10	0.332
HECTD3	WFDC10A	0.187
HECTD3	WNT9B	0.204
HECTD3	ZNF317	0.173
HECTD3	ZZEF1	0.268
HECTD4	LGALS3BP	0.19
HECTD4	UNC119	0.196
HECTD4	VAMP4	0.191
HECW1	HECW2	0.173
HECW1	LDLRAD4	0.216
HECW1	MPHOSPH8	0.212
HECW1	RNF43	0.69
HECW1	SCNN1A	0.364
HECW1	SCNN1B	0.364
HECW1	SOD1	0.55
